	language	country	zipcode
679	und	United States	[SimpleZipcode(zipcode='22601', zipcode_type='Standard', major_city='Winchester', post_office_city='Winchester, VA', common_city_list=['Winchester', 'Hayfield'], county='Winchester city', state='VA', lat=39.17, lng=-78.17, timezone='Eastern', radius_in_miles=3.0, area_code_list=['540'], population=27813, population_density=2818.0, land_area_in_sqmi=9.87, water_area_in_sqmi=0.02, housing_units=12521, occupied_housing_units=11216, median_home_value=218300, median_household_income=44572, bounds_west=-78.203962, bounds_east=-78.134042, bounds_north=39.207025, bounds_south=39.13097)]
680	und	United States	[]
681	en	United States	[SimpleZipcode(zipcode='98007', zipcode_type='Standard', major_city='Bellevue', post_office_city='Bellevue, WA', common_city_list=['Bellevue'], county='King County', state='WA', lat=47.62, lng=-122.15, timezone='Pacific', radius_in_miles=4.0, area_code_list=['425'], population=24889, population_density=5684.0, land_area_in_sqmi=4.38, water_area_in_sqmi=0.01, housing_units=10996, occupied_housing_units=10315, median_home_value=379000, median_household_income=73162, bounds_west=-122.154938, bounds_east=-122.127695, bounds_north=47.660643, bounds_south=47.578308)]
682	en	United States	[SimpleZipcode(zipcode='46202', zipcode_type='Standard', major_city='Indianapolis', post_office_city='Indianapolis, IN', common_city_list=['Indianapolis'], county='Marion County', state='IN', lat=39.79, lng=-86.15, timezone='America/Indiana/Indianapolis', radius_in_miles=3.0, area_code_list=['765', '317'], population=16335, population_density=2927.0, land_area_in_sqmi=5.58, water_area_in_sqmi=0.16, housing_units=9825, occupied_housing_units=8149, median_home_value=168900, median_household_income=31698, bounds_west=-86.197006, bounds_east=-86.131776, bounds_north=39.800784, bounds_south=39.76005)]
683	en	United Kingdom	[]
684	und	United States	[SimpleZipcode(zipcode='31315', zipcode_type='Standard', major_city='Fort Stewart', post_office_city='Fort Stewart, GA', common_city_list=['Fort Stewart', 'Hinesville'], county='Liberty County', state='GA', lat=31.89, lng=-81.6, timezone='Eastern', radius_in_miles=2.0, area_code_list=['912'], population=7488, population_density=633.0, land_area_in_sqmi=11.83, water_area_in_sqmi=0.12, housing_units=2524, occupied_housing_units=2102, median_home_value=None, median_household_income=35628, bounds_west=-81.632811, bounds_east=-81.544286, bounds_north=31.926172, bounds_south=31.86626)]
685	en	United Kingdom	[]
686	en	United States	[SimpleZipcode(zipcode='32792', zipcode_type='Standard', major_city='Winter Park', post_office_city='Winter Park, FL', common_city_list=['Winter Park', 'Aloma'], county='Orange County', state='FL', lat=28.61, lng=-81.3, timezone='Eastern', radius_in_miles=3.0, area_code_list=['321', '407'], population=46914, population_density=3817.0, land_area_in_sqmi=12.29, water_area_in_sqmi=0.68, housing_units=23554, occupied_housing_units=21327, median_home_value=171300, median_household_income=40137, bounds_west=-81.330376, bounds_east=-81.266055, bounds_north=28.642409, bounds_south=28.575319)]
687	en	United States	[SimpleZipcode(zipcode='13072', zipcode_type='Standard', major_city='Georgetown', post_office_city='Georgetown, NY', common_city_list=['Georgetown'], county='Madison County', state='NY', lat=42.76, lng=-75.77, timezone='Eastern', radius_in_miles=7.0, area_code_list=['315'], population=1123, population_density=24.0, land_area_in_sqmi=47.05, water_area_in_sqmi=0.02, housing_units=482, occupied_housing_units=372, median_home_value=85700, median_household_income=46563, bounds_west=-75.846288, bounds_east=-75.684093, bounds_north=42.827244, bounds_south=42.683334)]
688	en	United States	[SimpleZipcode(zipcode='11570', zipcode_type='Standard', major_city='Rockville Centre', post_office_city='Rockville Centre, NY', common_city_list=['Rockville Centre', 'Rockville Ctr'], county='Nassau County', state='NY', lat=40.67, lng=-73.64, timezone='Eastern', radius_in_miles=2.0, area_code_list=['516'], population=26646, population_density=7245.0, land_area_in_sqmi=3.68, water_area_in_sqmi=0.09, housing_units=10453, occupied_housing_units=10002, median_home_value=600400, median_household_income=104503, bounds_west=-73.66014, bounds_east=-73.617594, bounds_north=40.690287, bounds_south=40.647223)]
689	en	United States	[SimpleZipcode(zipcode='33015', zipcode_type='Standard', major_city='Hialeah', post_office_city='Hialeah, FL', common_city_list=['Hialeah', 'Miami Gardens'], county='Miami-Dade County', state='FL', lat=25.94, lng=-80.32, timezone='Eastern', radius_in_miles=2.0, area_code_list=['786'], population=63544, population_density=10909.0, land_area_in_sqmi=5.82, water_area_in_sqmi=0.63, housing_units=22552, occupied_housing_units=20916, median_home_value=176400, median_household_income=51076, bounds_west=-80.342854, bounds_east=-80.293226, bounds_north=25.95717, bounds_south=25.920954)]
690	en	United States	[SimpleZipcode(zipcode='02538', zipcode_type='Standard', major_city='East Wareham', post_office_city='East Wareham, MA', common_city_list=['East Wareham', 'E Wareham'], county='Plymouth County', state='MA', lat=41.78, lng=-70.65, timezone='Eastern', radius_in_miles=3.0, area_code_list=['774'], population=3603, population_density=792.0, land_area_in_sqmi=4.55, water_area_in_sqmi=0.46, housing_units=1739, occupied_housing_units=1420, median_home_value=232700, median_household_income=48402, bounds_west=-70.686661, bounds_east=-70.616478, bounds_north=41.80633, bounds_south=41.743717)]
691	en	United States	[SimpleZipcode(zipcode='02871', zipcode_type='Standard', major_city='Portsmouth', post_office_city='Portsmouth, RI', common_city_list=['Portsmouth'], county='Newport County', state='RI', lat=41.59, lng=-71.26, timezone='Eastern', radius_in_miles=7.0, area_code_list=['401'], population=17171, population_density=1009.0, land_area_in_sqmi=17.02, water_area_in_sqmi=6.27, housing_units=7840, occupied_housing_units=6877, median_home_value=345500, median_household_income=74494, bounds_west=-71.307224, bounds_east=-71.21319, bounds_north=41.659256, bounds_south=41.512997)]
692	en	United States	[SimpleZipcode(zipcode='33060', zipcode_type='Standard', major_city='Pompano Beach', post_office_city='Pompano Beach, FL', common_city_list=['Pompano Beach'], county='Broward County', state='FL', lat=26.23, lng=-80.12, timezone='Eastern', radius_in_miles=2.0, area_code_list=['561', '754', '954'], population=32154, population_density=4571.0, land_area_in_sqmi=7.03, water_area_in_sqmi=0.0, housing_units=14646, occupied_housing_units=12448, median_home_value=169500, median_household_income=38093, bounds_west=-80.138427, bounds_east=-80.100471, bounds_north=26.26078, bounds_south=26.205976)]
693	en	Italia	[]
694	en	United States	[SimpleZipcode(zipcode='08608', zipcode_type='Standard', major_city='Trenton', post_office_city='Trenton, NJ', common_city_list=['Trenton'], county='Mercer County', state='NJ', lat=40.22, lng=-74.77, timezone='Eastern', radius_in_miles=0.7386363636363636, area_code_list=['609'], population=983, population_density=3140.0, land_area_in_sqmi=0.31, water_area_in_sqmi=0.07, housing_units=658, occupied_housing_units=571, median_home_value=None, median_household_income=14861, bounds_west=-74.778302, bounds_east=-74.755308, bounds_north=40.223039, bounds_south=40.21347)]
695	en	United States	[SimpleZipcode(zipcode='77304', zipcode_type='Standard', major_city='Conroe', post_office_city='Conroe, TX', common_city_list=['Conroe', 'Panorama Village', 'Panorama Vlg'], county='Montgomery County', state='TX', lat=30.33, lng=-95.52, timezone='Central', radius_in_miles=6.0, area_code_list=['936'], population=21314, population_density=563.0, land_area_in_sqmi=37.85, water_area_in_sqmi=1.9, housing_units=10203, occupied_housing_units=8952, median_home_value=166900, median_household_income=58774, bounds_west=-95.583311, bounds_east=-95.456753, bounds_north=30.398519, bounds_south=30.244957)]
696	en	United States	[]
697	en	United States	[SimpleZipcode(zipcode='75062', zipcode_type='Standard', major_city='Irving', post_office_city='Irving, TX', common_city_list=['Irving'], county='Dallas County', state='TX', lat=32.85, lng=-96.96, timezone='Central', radius_in_miles=5.0, area_code_list=['214', '469', '817', '972'], population=44537, population_density=4052.0, land_area_in_sqmi=10.99, water_area_in_sqmi=0.09, housing_units=17955, occupied_housing_units=16201, median_home_value=121600, median_household_income=45872, bounds_west=-97.022078, bounds_east=-96.888782, bounds_north=32.869448, bounds_south=32.830489)]
698	en	United States	[SimpleZipcode(zipcode='89130', zipcode_type='Standard', major_city='Las Vegas', post_office_city='Las Vegas, NV', common_city_list=['Las Vegas'], county='Clark County', state='NV', lat=36.25, lng=-115.24, timezone='Pacific', radius_in_miles=3.0, area_code_list=['702'], population=33015, population_density=4318.0, land_area_in_sqmi=7.65, water_area_in_sqmi=0.0, housing_units=13186, occupied_housing_units=12100, median_home_value=172600, median_household_income=64866, bounds_west=-115.267452, bounds_east=-115.196672, bounds_north=36.278531, bounds_south=36.199097)]
699	en	United States	[SimpleZipcode(zipcode='37190', zipcode_type='Standard', major_city='Woodbury', post_office_city='Woodbury, TN', common_city_list=['Woodbury'], county='Cannon County', state='TN', lat=35.8, lng=-86.0, timezone='Central', radius_in_miles=11.0, area_code_list=['931'], population=8787, population_density=60.0, land_area_in_sqmi=146.58, water_area_in_sqmi=0.06, housing_units=3863, occupied_housing_units=3522, median_home_value=119000, median_household_income=40549, bounds_west=-86.155934, bounds_east=-85.88921, bounds_north=35.964928, bounds_south=35.711356)]
700	und	United States	[SimpleZipcode(zipcode='22601', zipcode_type='Standard', major_city='Winchester', post_office_city='Winchester, VA', common_city_list=['Winchester', 'Hayfield'], county='Winchester city', state='VA', lat=39.17, lng=-78.17, timezone='Eastern', radius_in_miles=3.0, area_code_list=['540'], population=27813, population_density=2818.0, land_area_in_sqmi=9.87, water_area_in_sqmi=0.02, housing_units=12521, occupied_housing_units=11216, median_home_value=218300, median_household_income=44572, bounds_west=-78.203962, bounds_east=-78.134042, bounds_north=39.207025, bounds_south=39.13097)]
701	en	United States	[SimpleZipcode(zipcode='14208', zipcode_type='Standard', major_city='Buffalo', post_office_city='Buffalo, NY', common_city_list=['Buffalo'], county='Erie County', state='NY', lat=42.91, lng=-78.85, timezone='Eastern', radius_in_miles=1.0, area_code_list=['716'], population=11125, population_density=8073.0, land_area_in_sqmi=1.38, water_area_in_sqmi=0.0, housing_units=5594, occupied_housing_units=4373, median_home_value=44800, median_household_income=24809, bounds_west=-78.86779, bounds_east=-78.843141, bounds_north=42.929484, bounds_south=42.903733)]
702	en	United States	[SimpleZipcode(zipcode='02871', zipcode_type='Standard', major_city='Portsmouth', post_office_city='Portsmouth, RI', common_city_list=['Portsmouth'], county='Newport County', state='RI', lat=41.59, lng=-71.26, timezone='Eastern', radius_in_miles=7.0, area_code_list=['401'], population=17171, population_density=1009.0, land_area_in_sqmi=17.02, water_area_in_sqmi=6.27, housing_units=7840, occupied_housing_units=6877, median_home_value=345500, median_household_income=74494, bounds_west=-71.307224, bounds_east=-71.21319, bounds_north=41.659256, bounds_south=41.512997)]
703	en	United States	[]
704	en	New Zealand	[]
705	en	United States	[SimpleZipcode(zipcode='90047', zipcode_type='Standard', major_city='Los Angeles', post_office_city='Los Angeles, CA', common_city_list=['Los Angeles'], county='Los Angeles County', state='CA', lat=33.95, lng=-118.31, timezone='Pacific', radius_in_miles=3.0, area_code_list=['323'], population=48606, population_density=10275.0, land_area_in_sqmi=4.73, water_area_in_sqmi=0.0, housing_units=17150, occupied_housing_units=16168, median_home_value=286800, median_household_income=41842, bounds_west=-118.321735, bounds_east=-118.300193, bounds_north=33.989719, bounds_south=33.916441)]
706	en	United States	[SimpleZipcode(zipcode='06824', zipcode_type='Standard', major_city='Fairfield', post_office_city='Fairfield, CT', common_city_list=['Fairfield'], county='Fairfield County', state='CT', lat=41.17, lng=-73.28, timezone='Eastern', radius_in_miles=5.0, area_code_list=['203', '475'], population=33900, population_density=1684.0, land_area_in_sqmi=20.13, water_area_in_sqmi=1.29, housing_units=12108, occupied_housing_units=11418, median_home_value=661000, median_household_income=128558, bounds_west=-73.338457, bounds_east=-73.229993, bounds_north=41.231599, bounds_south=41.114496)]
707	en	United States	[SimpleZipcode(zipcode='01609', zipcode_type='Standard', major_city='Worcester', post_office_city='Worcester, MA', common_city_list=['Worcester'], county='Worcester County', state='MA', lat=42.28, lng=-71.83, timezone='Eastern', radius_in_miles=2.0, area_code_list=['508', '774', '978'], population=22421, population_density=5870.0, land_area_in_sqmi=3.82, water_area_in_sqmi=0.02, housing_units=8307, occupied_housing_units=7651, median_home_value=292900, median_household_income=40660, bounds_west=-71.860157, bounds_east=-71.798728, bounds_north=42.310586, bounds_south=42.259099)]
708	en	Pakistan	[]
709	en	United States	[SimpleZipcode(zipcode='33952', zipcode_type='Standard', major_city='Port Charlotte', post_office_city='Port Charlotte, FL', common_city_list=['Port Charlotte', 'Pt Charlotte'], county='Charlotte County', state='FL', lat=26.99, lng=-82.09, timezone='Eastern', radius_in_miles=3.0, area_code_list=['941'], population=28382, population_density=2574.0, land_area_in_sqmi=11.03, water_area_in_sqmi=2.47, housing_units=16056, occupied_housing_units=12743, median_home_value=93000, median_household_income=37318, bounds_west=-82.124991, bounds_east=-82.06345, bounds_north=27.018022, bounds_south=26.946925)]
710	en	United States	[SimpleZipcode(zipcode='07034', zipcode_type='Standard', major_city='Lake Hiawatha', post_office_city='Lake Hiawatha, NJ', common_city_list=['Lake Hiawatha'], county='Morris County', state='NJ', lat=40.88, lng=-74.38, timezone='Eastern', radius_in_miles=1.0, area_code_list=[], population=9360, population_density=7484.0, land_area_in_sqmi=1.25, water_area_in_sqmi=0.03, housing_units=3768, occupied_housing_units=3595, median_home_value=338800, median_household_income=80283, bounds_west=-74.39653, bounds_east=-74.354787, bounds_north=40.892054, bounds_south=40.863608)]
