state;state_abbreviation;fips;county;financial_inequality;median_age;republican_vote_proportion;democrats_vote_proportion
Oklahoma;OK;40017;Canadian County, Oklahoma;0,387;35,7;0,7234;0,2111
Oklahoma;OK;40081;Lincoln County, Oklahoma;0,43;39,4;0,7741;0,1731
Oklahoma;OK;40139;Texas County, Oklahoma;0,457;31,5;0,7997;0,1482
Oregon;OR;41003;Benton County, Oregon;0,472;32;0,2859;0,6238
Oregon;OR;41023;Grant County, Oregon;0,436;48,7;0,7641;0,1755
Oregon;OR;41071;Yamhill County, Oregon;0,425;36,5;0,5007;0,413
Pennsylvania;PA;42131;Wyoming County, Pennsylvania;0,393;41;0,6744;0,2877
South Carolina;SC;45007;Anderson County, South Carolina;0,449;39,2;0,6988;0,262
South Dakota;SD;46035;Davison County, South Dakota;0,424;38,4;0,6485;0,2962
South Dakota;SD;46101;Moody County, South Dakota;0,38;40,3;0,5901;0,3556
Tennessee;TN;47037;Davidson County, Tennessee;0,487;34;0,3427;0,6031
Tennessee;TN;47091;Johnson County, Tennessee;0,431;42,7;0,8237;0,1507
Tennessee;TN;47165;Sumner County, Tennessee;0,418;38,2;0,7049;0,2554
Texas;TX;48009;Archer County, Texas;0,409;41,4;0,8866;0,0923
Texas;TX;48011;Armstrong County, Texas;0,375;43;0,9086;0,0688
Ohio;OH;39087;Lawrence County, Ohio;0,434;39,9;0,7029;0,2639
Wisconsin;WI;55047;Green Lake County, Wisconsin;0,41;43,6;0,6667;0,2899
Indiana;IN;18011;Boone County, Indiana;0,514;38;0,613;0,3176
Indiana;IN;18039;Elkhart County, Indiana;0,428;34,4;0,6414;0,317
Kansas;KS;20107;Linn County, Kansas;0,39;43,9;0,7892;0,1685
Kansas;KS;20131;Nemaha County, Kansas;0,422;42,7;0,8092;0,1421
Kansas;KS;20179;Sheridan County, Kansas;0,396;46;0,8708;0,0925
Kentucky;KY;21059;Daviess County, Kentucky;0,438;38,6;0,6314;0,3094
Wisconsin;WI;55095;Polk County, Wisconsin;0,395;42,1;0,611;0,3335
Wyoming;WY;56009;Converse County, Wyoming;0,403;39,7;0,8425;0,102
Ohio;OH;39065;Hardin County, Ohio;0,426;34,4;0,7109;0,2389
Arkansas;AR;5017;Chicot County, Arkansas;0,509;41,9;0,4109;0,5627
California;CA;6021;Glenn County, California;0,436;35,1;0,6171;0,3268
California;CA;6089;Shasta County, California;0,453;41,3;0,6559;0,2821
Connecticut;CT;9009;New Haven County, Connecticut;0,457;38,7;0,4213;0,5416
Georgia;GA;13015;Bartow County, Georgia;0,429;36,1;0,761;0,2089
Georgia;GA;13021;Bibb County, Georgia;0,495;35,5;0,3873;0,5895
Georgia;GA;13067;Cobb County, Georgia;0,441;34,9;0,4675;0,4884
Georgia;GA;13131;Grady County, Georgia;0,484;36,7;0,6582;0,3271
Georgia;GA;13285;Troup County, Georgia;0,438;35,8;0,6065;0,3721
New York;NY;36031;Essex County, New York;0,422;43,6;0,4825;0,4483
Wisconsin;WI;55087;Outagamie County, Wisconsin;0,402;36,7;0,5337;0,4075
Wisconsin;WI;55093;Pierce County, Wisconsin;0,395;34,2;0,5339;0,3974
West Virginia;WV;54037;Jefferson County, West Virginia;0,404;38,4;0,5475;0,394
West Virginia;WV;54075;Pocahontas County, West Virginia;0,424;45,8;0,6836;0,2553
Wyoming;WY;56033;Sheridan County, Wyoming;0,417;43,1;0,7236;0,2062
Alaska;AK;2070;Dillingham Census Area, Alaska;0,409;28,9;0;0
New York;NY;36101;Steuben County, New York;0,429;41;0,6539;0,2923
New York;NY;36105;Sullivan County, New York;0,435;41,2;0,5517;0,4143
Ohio;OH;39015;Brown County, Ohio;0,389;39,1;0,7449;0,2231
Ohio;OH;39039;Defiance County, Ohio;0,402;38,6;0,645;0,2968
Ohio;OH;39127;Perry County, Ohio;0,409;37,7;0,6812;0,278
Pennsylvania;PA;42095;Northampton County, Pennsylvania;0,419;40,2;0,5;0,4618
South Carolina;SC;45021;Cherokee County, South Carolina;0,439;37,4;0,6971;0,2799
North Carolina;NC;37007;Anson County, North Carolina;0,442;40;0,431;0,5566
North Carolina;NC;37093;Hoke County, North Carolina;0,411;30,9;0,4301;0,5384
North Carolina;NC;37129;New Hanover County, North Carolina;0,485;37,2;0,5027;0,4618
North Carolina;NC;37177;Tyrrell County, North Carolina;0,432;43,6;0,5694;0,4147
North Dakota;ND;38019;Cavalier County, North Dakota;0,405;50,4;0,6887;0,2417
North Dakota;ND;38045;LaMoure County, North Dakota;0,456;48,7;0,6974;0,2364
Nebraska;NE;31065;Furnas County, Nebraska;0,429;46,8;0,8272;0,1313
Nebraska;NE;31087;Hitchcock County, Nebraska;0,396;48,3;0,8444;0,1097
New Mexico;NM;35049;Santa Fe County, New Mexico;0,489;42,2;0,2017;0,7098
New Mexico;NM;35055;Taos County, New Mexico;0,465;44,1;0,1792;0,6985
New Mexico;NM;35061;Valencia County, New Mexico;0,43;36,9;0,4789;0,393
New York;NY;36047;Kings County, New York;0,499;34,1;0,1791;0,7974
New York;NY;36071;Orange County, New York;0,408;36,2;0,5125;0,4479
Mississippi;MS;28085;Lincoln County, Mississippi;0,475;37,4;0,6944;0,2934
Mississippi;MS;28091;Marion County, Mississippi;0,491;37;0,6726;0,3122
Montana;MT;30031;Gallatin County, Montana;0,437;31,8;0,4464;0,4563
Montana;MT;30035;Glacier County, Montana;0,437;31,4;0,3202;0,6163
North Carolina;NC;37035;Catawba County, North Carolina;0,442;38,9;0,6763;0,2962
North Carolina;NC;37037;Chatham County, North Carolina;0,459;42,7;0,4353;0,5362
North Carolina;NC;37039;Cherokee County, North Carolina;0,44;47,4;0,7728;0,2027
North Carolina;NC;37193;Wilkes County, North Carolina;0,465;41,3;0,7656;0,2139
North Dakota;ND;38077;Richland County, North Dakota;0,415;39,3;0,6379;0,2767
North Dakota;ND;38081;Sargent County, North Dakota;0,411;45,1;0,5501;0,3504
Nebraska;NE;31023;Butler County, Nebraska;0,357;44;0,7839;0,1763
Nebraska;NE;31027;Cedar County, Nebraska;0,434;43,3;0,8103;0,1312
Nebraska;NE;31035;Clay County, Nebraska;0,399;43,1;0,7982;0,1581
Nebraska;NE;31059;Fillmore County, Nebraska;0,387;45,4;0,7294;0,2119
Nebraska;NE;31095;Jefferson County, Nebraska;0,408;46,1;0,6959;0,2423
Nebraska;NE;31117;McPherson County, Nebraska;0,311;36,6;0,8986;0,049
New Hampshire;NH;33007;Coos County, New Hampshire;0,415;45,3;0,5204;0,4292
Nevada;NV;32027;Pershing County, Nevada;0,379;40;0,7079;0,217
New York;NY;36029;Erie County, New York;0,458;40;0,4535;0,5012
New York;NY;36049;Lewis County, New York;0,396;39,9;0,6707;0,2742
New York;NY;36077;Otsego County, New York;0,431;39,8;0,5335;0,4033
Wisconsin;WI;55043;Grant County, Wisconsin;0,4;36,5;0,5134;0,4177
Wisconsin;WI;55063;La Crosse County, Wisconsin;0,425;35,2;0,4202;0,5161
Wisconsin;WI;55065;Lafayette County, Wisconsin;0,378;41,1;0,5232;0,4325
Ohio;OH;39041;Delaware County, Ohio;0,431;36,5;0,556;0,3954
Ohio;OH;39115;Morgan County, Ohio;0,439;42;0,686;0,272
Ohio;OH;39117;Morrow County, Ohio;0,355;39,1;0,7242;0,2293
Oklahoma;OK;40065;Jackson County, Oklahoma;0,426;34,3;0,7647;0,1887
Oregon;OR;41031;Jefferson County, Oregon;0,427;39,1;0,6014;0,3259
Oregon;OR;41055;Sherman County, Oregon;0,397;45,3;0,7386;0,2055
Oregon;OR;41063;Wallowa County, Oregon;0,419;50;0,6763;0,2626
Pennsylvania;PA;42059;Greene County, Pennsylvania;0,429;40,4;0,695;0,278
Pennsylvania;PA;42097;Northumberland County, Pennsylvania;0,42;42,8;0,6982;0,2626
Pennsylvania;PA;42133;York County, Pennsylvania;0,399;39,6;0,6248;0,3319
South Carolina;SC;45069;Marlboro County, South Carolina;0,456;38,1;0,4112;0,5726
South Dakota;SD;46095;Mellette County, South Dakota;0,461;31,8;0,5886;0,3485
Tennessee;TN;47019;Carter County, Tennessee;0,44;41,4;0,8049;0,1645
Tennessee;TN;47115;Marion County, Tennessee;0,455;41,5;0,709;0,2612
Tennessee;TN;47151;Scott County, Tennessee;0,423;36,7;0,8485;0,1311
West Virginia;WV;54087;Roane County, West Virginia;0,424;42,8;0,7207;0,2331
Wyoming;WY;56021;Laramie County, Wyoming;0,415;36,8;0,622;0,2897
Kansas;KS;20061;Geary County, Kansas;0,392;28,3;0,5774;0,3604
Kansas;KS;20069;Gray County, Kansas;0,384;35,4;0,821;0,1278
Kansas;KS;20109;Logan County, Kansas;0,431;44,8;0,8338;0,1105
Kansas;KS;20141;Osborne County, Kansas;0,479;47,2;0,8197;0,1318
Kansas;KS;20185;Stafford County, Kansas;0,433;45,1;0,7882;0,1608
Kentucky;KY;21055;Crittenden County, Kentucky;0,463;42,2;0,815;0,1528
Kansas;KS;20203;Wichita County, Kansas;0,352;40;0,8191;0,1488
Kentucky;KY;21061;Edmonson County, Kentucky;0,445;40,8;0,789;0,1868
Maine;ME;23015;Lincoln County, Maine;0,442;47,2;0,4539;0,4778
Maine;ME;23023;Sagadahoc County, Maine;0,392;42,8;0,4308;0,4945
Michigan;MI;26105;Mason County, Michigan;0,428;44,5;0,5802;0,3603
Minnesota;MN;27033;Cottonwood County, Minnesota;0,455;43,6;0,6458;0,2945
Minnesota;MN;27081;Lincoln County, Minnesota;0,425;45,7;0,6429;0,2865
Missouri;MO;29003;Andrew County, Missouri;0,396;41;0,7292;0,2237
Missouri;MO;29223;Wayne County, Missouri;0,423;45,5;0,8086;0,1649
Missouri;MO;29229;Wright County, Missouri;0,461;40,8;0,829;0,1442
New York;NY;36009;Cattaraugus County, New York;0,405;40,3;0,6446;0,301
New York;NY;36037;Genesee County, New York;0,407;40,9;0,6535;0,2839
New York;NY;36039;Greene County, New York;0,431;42,9;0,6119;0,3376
Georgia;GA;13311;White County, Georgia;0,462;42,9;0,8284;0,142
Iowa;IA;19053;Decatur County, Iowa;0,453;38,7;0,62;0,3243
Iowa;IA;19091;Humboldt County, Iowa;0,401;44,2;0,7081;0,2486
Iowa;IA;19147;Palo Alto County, Iowa;0,428;42,4;0,6588;0,2985
Idaho;ID;16019;Bonneville County, Idaho;0,424;31,5;0,6039;0,202
Illinois;IL;17001;Adams County, Illinois;0,453;40,4;0,7155;0,2403
Illinois;IL;17007;Boone County, Illinois;0,423;35,8;0,5424;0,396
Illinois;IL;17147;Piatt County, Illinois;0,384;42,4;0,6319;0,2959
Illinois;IL;17155;Putnam County, Illinois;0,38;44,6;0,5728;0,3716
Illinois;IL;17163;St. Clair County, Illinois;0,442;36,7;0,4486;0,5049
Indiana;IN;18005;Bartholomew County, Indiana;0,427;37,7;0,6372;0,3038
Indiana;IN;18019;Clark County, Indiana;0,394;37,7;0,5873;0,3677
Indiana;IN;18047;Franklin County, Indiana;0,41;39,6;0,7884;0,179
Indiana;IN;18063;Hendricks County, Indiana;0,37;36,5;0,6421;0,3002
Indiana;IN;18173;Warrick County, Indiana;0,435;39,6;0,6462;0,3069
Kansas;KS;20135;Ness County, Kansas;0,429;47,9;0,8474;0,1115
Kansas;KS;20173;Sedgwick County, Kansas;0,444;34,4;0,5605;0,3691
Kansas;KS;20181;Sherman County, Kansas;0,42;41,9;0,8053;0,134
Kansas;KS;20201;Washington County, Kansas;0,388;46,1;0,7979;0,1412
Kentucky;KY;21005;Anderson County, Kentucky;0,376;38;0,7217;0,2306
West Virginia;WV;54013;Calhoun County, West Virginia;0,481;44,5;0,7769;0,1751
West Virginia;WV;54027;Hampshire County, West Virginia;0,418;41,4;0,7767;0,1842
West Virginia;WV;54031;Hardy County, West Virginia;0,417;40,8;0,7546;0,2074
West Virginia;WV;54049;Marion County, West Virginia;0,437;41,3;0,6369;0,3023
West Virginia;WV;54065;Morgan County, West Virginia;0,418;43,5;0,7489;0,2054
Wyoming;WY;56013;Fremont County, Wyoming;0,432;38,7;0,675;0,2539
Wyoming;WY;56027;Niobrara County, Wyoming;0,412;45,2;0,8604;0,0887
Alaska;AK;2020;Anchorage Municipality, Alaska;0,416;33;0;0
Alaska;AK;2122;Kenai Peninsula Borough, Alaska;0,42;40,6;0;0
Michigan;MI;26023;Branch County, Michigan;0,409;39,1;0,6686;0,2874
Michigan;MI;26067;Ionia County, Michigan;0,398;35,9;0,6211;0,3113
Michigan;MI;26069;Iosco County, Michigan;0,421;49,7;0,6251;0,3254
Minnesota;MN;27009;Benton County, Minnesota;0,39;33,7;0,6465;0,2833
Minnesota;MN;27113;Pennington County, Minnesota;0,406;39,5;0,5996;0,3217
Minnesota;MN;27135;Roseau County, Minnesota;0,372;39,9;0,7018;0,239
Missouri;MO;29009;Barry County, Missouri;0,431;40,3;0,7825;0,1856
Missouri;MO;29021;Buchanan County, Missouri;0,433;37,1;0,5994;0,3377
Missouri;MO;29029;Camden County, Missouri;0,434;47,8;0,7538;0,2122
North Carolina;NC;37063;Durham County, North Carolina;0,457;33,2;0,1852;0,789
North Carolina;NC;37079;Greene County, North Carolina;0,399;37,8;0,5439;0,4455
North Carolina;NC;37197;Yadkin County, North Carolina;0,425;41,1;0,7963;0,181
North Dakota;ND;38053;McKenzie County, North Dakota;0,466;38,9;0,7969;0,1515
Nebraska;NE;31071;Garfield County, Nebraska;0,369;47,3;0,8461;0,125
Nebraska;NE;31153;Sarpy County, Nebraska;0,36;32,7;0,574;0,3562
Nebraska;NE;31165;Sioux County, Nebraska;0,465;48,9;0,8491;0,1086
Nevada;NV;32005;Douglas County, Nevada;0,465;46,6;0,6245;0,3033
Nevada;NV;32021;Mineral County, Nevada;0,486;50,6;0,5904;0,319
Nevada;NV;32031;Washoe County, Nevada;0,456;36,6;0,4517;0,4636
New York;NY;36011;Cayuga County, New York;0,403;40,7;0,5376;0,4051
West Virginia;WV;54005;Boone County, West Virginia;0,44;40,9;0,7491;0,206
West Virginia;WV;54041;Lewis County, West Virginia;0,459;43,1;0,7618;0,194
West Virginia;WV;54063;Monroe County, West Virginia;0,39;44,4;0,7649;0,1921
New York;NY;36111;Ulster County, New York;0,43;41,2;0,4273;0,5187
Vermont;VT;50005;Caledonia County, Vermont;0,439;41,9;0,4267;0,4971
Vermont;VT;50009;Essex County, Vermont;0,408;45,8;0,5565;0,3766
Vermont;VT;50011;Franklin County, Vermont;0,386;38,9;0,4518;0,4827
Washington;WA;53061;Snohomish County, Washington;0,395;36,7;0,3762;0,5426
Wisconsin;WI;55021;Columbia County, Wisconsin;0,39;40,7;0,4835;0,4618
New York;NY;36103;Suffolk County, New York;0,417;39,2;0,5248;0,4426
Ohio;OH;39011;Auglaize County, Ohio;0,405;39,1;0,7931;0,1673
Ohio;OH;39021;Champaign County, Ohio;0,419;38,8;0,6998;0,255
Oklahoma;OK;40029;Coal County, Oklahoma;0,419;40,7;0,7906;0,1718
Oklahoma;OK;40087;McClain County, Oklahoma;0,391;38,5;0,781;0,1718
Oklahoma;OK;40153;Woodward County, Oklahoma;0,432;37,1;0,8357;0,115
Oregon;OR;41037;Lake County, Oregon;0,454;46,6;0,7868;0,1647
Oregon;OR;41051;Multnomah County, Oregon;0,468;35,8;0,1762;0,7596
Pennsylvania;PA;42007;Beaver County, Pennsylvania;0,418;43,8;0,583;0,3824
Pennsylvania;PA;42019;Butler County, Pennsylvania;0,425;40,7;0,6671;0,2916
Pennsylvania;PA;42057;Fulton County, Pennsylvania;0,399;40,8;0,8418;0,1341
Pennsylvania;PA;42067;Juniata County, Pennsylvania;0,389;40,2;0,7916;0,174
Pennsylvania;PA;42083;McKean County, Pennsylvania;0,421;40,9;0,7166;0,2442
South Dakota;SD;46015;Brule County, South Dakota;0,342;39,9;0,684;0,2496
South Dakota;SD;46025;Clark County, South Dakota;0,486;45;0,6874;0,2402
South Dakota;SD;46051;Grant County, South Dakota;0,388;44,5;0,6684;0,2723
South Dakota;SD;46119;Sully County, South Dakota;0,406;46,8;0,7886;0,1591
South Dakota;SD;46123;Tripp County, South Dakota;0,418;44,1;0,7867;0,1757
Tennessee;TN;47007;Bledsoe County, Tennessee;0,393;41,2;0,7787;0,1927
Tennessee;TN;47009;Blount County, Tennessee;0,429;40,8;0,721;0,2331
Tennessee;TN;47015;Cannon County, Tennessee;0,401;40,8;0,756;0,2125
Tennessee;TN;47043;Dickson County, Tennessee;0,41;37,8;0,7097;0,2534
Tennessee;TN;47057;Grainger County, Tennessee;0,446;41,3;0,8288;0,1445
Tennessee;TN;47073;Hawkins County, Tennessee;0,441;41,7;0,8027;0,1692
Tennessee;TN;47133;Overton County, Tennessee;0,425;41,3;0,7389;0,2371
Nebraska;NE;31049;Deuel County, Nebraska;0,458;49,3;0,828;0,1228
Nebraska;NE;31067;Gage County, Nebraska;0,396;42,8;0,6427;0,2973
Nebraska;NE;31101;Keith County, Nebraska;0,426;46;0,8119;0,142
Nebraska;NE;31125;Nance County, Nebraska;0,412;44,7;0,7861;0,1751
New Jersey;NJ;34023;Middlesex County, New Jersey;0,407;36,9;0,3855;0,5833
Nevada;NV;32017;Lincoln County, Nevada;0,368;35,5;0,7838;0,1337
Nevada;NV;32023;Nye County, Nevada;0,454;47,4;0,6799;0,2601
New York;NY;36087;Rockland County, New York;0,442;36,8;0,4611;0,512
New York;NY;36091;Saratoga County, New York;0,408;40;0,4908;0,4472
Texas;TX;48341;Moore County, Texas;0,383;31,1;0,7552;0,2083
Texas;TX;48421;Sherman County, Texas;0,389;36,7;0,865;0,1029
Texas;TX;48423;Smith County, Texas;0,479;35,9;0,705;0,2661
Texas;TX;48447;Throckmorton County, Texas;0,428;47,9;0,8849;0,104
Utah;UT;49023;Juab County, Utah;0,359;29;0,6769;0,107
Virginia;VA;51015;Augusta County, Virginia;0,395;42,3;0,7133;0,2212
Virginia;VA;51171;Shenandoah County, Virginia;0,401;42,8;0,6923;0,2591
Virginia;VA;51570;Colonial Heights city, Virginia;0,381;42,1;0,6741;0,2809
Washington;WA;53063;Spokane County, Washington;0,443;36,6;0,4991;0,4161
Wisconsin;WI;55071;Manitowoc County, Wisconsin;0,398;42,4;0,581;0,3642
Wisconsin;WI;55075;Marinette County, Wisconsin;0,43;44,8;0,6504;0,3125
Iowa;IA;19045;Clinton County, Iowa;0,397;41,1;0,4945;0,4431
Iowa;IA;19075;Grundy County, Iowa;0,384;42,5;0,6675;0,273
Iowa;IA;19179;Wapello County, Iowa;0,444;39,8;0,5808;0,3728
Illinois;IL;17019;Champaign County, Illinois;0,477;28,6;0,3726;0,5571
Illinois;IL;17053;Ford County, Illinois;0,397;41,5;0,7114;0,2242
Indiana;IN;18033;DeKalb County, Indiana;0,376;37,1;0,7168;0,2344
Indiana;IN;18037;Dubois County, Indiana;0,402;39,6;0,671;0,2706
Indiana;IN;18059;Hancock County, Indiana;0,396;38,4;0,6953;0,2471
Indiana;IN;18089;Lake County, Indiana;0,43;36,9;0,3774;0,5838
Indiana;IN;18163;Vanderburgh County, Indiana;0,455;37,4;0,5618;0,3932
Kansas;KS;20007;Barber County, Kansas;0,424;45,5;0,8248;0,1272
Kansas;KS;20053;Ellsworth County, Kansas;0,403;42,9;0,7361;0,1961
Kansas;KS;20115;Marion County, Kansas;0,366;44,2;0,7188;0,2154
Kentucky;KY;21041;Carroll County, Kentucky;0,455;37,1;0,6713;0,2869
Kentucky;KY;21057;Cumberland County, Kentucky;0,419;42,9;0,816;0,1497
Kentucky;KY;21221;Trigg County, Kentucky;0,465;43,7;0,7306;0,2353
Kentucky;KY;21223;Trimble County, Kentucky;0,407;38,5;0,7315;0,232
Louisiana;LA;22039;Evangeline Parish, Louisiana;0,468;35,4;0,6961;0,2828
Louisiana;LA;22065;Madison Parish, Louisiana;0,491;34,6;0,4072;0,5799
Maryland;MD;24021;Frederick County, Maryland;0,376;37,9;0,4912;0,4514
Maine;ME;23029;Washington County, Maine;0,424;45;0,5457;0,384
Michigan;MI;26031;Cheboygan County, Michigan;0,454;45,7;0,636;0,3152
Michigan;MI;26091;Lenawee County, Michigan;0,393;39,4;0,5758;0,365
Michigan;MI;26141;Presque Isle County, Michigan;0,402;50,5;0,6218;0,3326
Michigan;MI;26151;Sanilac County, Michigan;0,405;41,4;0,6987;0,2532
Minnesota;MN;27105;Nobles County, Minnesota;0,42;37,5;0,6167;0,3181
Missouri;MO;29203;Shannon County, Missouri;0,401;41,9;0,7597;0,1988
Missouri;MO;29225;Webster County, Missouri;0,405;37,1;0,7687;0,1901
Missouri;MO;29227;Worth County, Missouri;0,362;47;0,7725;0,1864
Mississippi;MS;28017;Chickasaw County, Mississippi;0,467;37,4;0,5231;0,4625
Wisconsin;WI;55091;Pepin County, Wisconsin;0,412;42,6;0,5948;0,359
West Virginia;WV;54069;Ohio County, West Virginia;0,473;43;0,6216;0,306
Alaska;AK;2050;Bethel Census Area, Alaska;0,446;25,8;0;0
Virginia;;51515;Bedford city, Virginia;0,459;43,1;0;0
Alabama;AL;1113;Russell County, Alabama;0,429;36,4;0,4813;0,5005
Arkansas;AR;5109;Pike County, Arkansas;0,463;39,1;0,7915;0,1719
Arkansas;AR;5039;Dallas County, Arkansas;0,462;41,7;0,5442;0,4207
California;CA;6013;Contra Costa County, California;0,453;38,1;0,2544;0,6891
California;CA;6081;San Mateo County, California;0,467;39;0,1869;0,7638
Colorado;CO;8119;Teller County, Colorado;0,365;45,9;0,6745;0,2497
Colorado;CO;8035;Douglas County, Colorado;0,375;35,8;0,5477;0,3665
Connecticut;CT;9003;Hartford County, Connecticut;0,458;39,5;0,3705;0,5856
Florida;FL;12003;Baker County, Florida;0,429;36,1;0,8148;0,1672
Florida;FL;12089;Nassau County, Florida;0,429;42,2;0,7354;0,2331
Georgia;GA;13093;Dooly County, Georgia;0,48;40,3;0,506;0,4849
Georgia;GA;13117;Forsyth County, Georgia;0,395;36,3;0,7173;0,2407
Texas;TX;48095;Concho County, Texas;0,415;40,5;0,8294;0,1387
Texas;TX;48101;Cottle County, Texas;0,393;46;0,8336;0,1441
Texas;TX;48205;Hartley County, Texas;0,437;39,9;0,8879;0,0884
Texas;TX;48231;Hunt County, Texas;0,453;37,2;0,7653;0,2021
Texas;TX;48343;Morris County, Texas;0,444;43,5;0,6936;0,2871
Texas;TX;48351;Newton County, Texas;0,46;40,3;0,7384;0,2439
Virginia;VA;51033;Caroline County, Virginia;0,372;38,7;0,5034;0,4528
Virginia;VA;51085;Hanover County, Virginia;0,393;40,4;0,6354;0,3107
Virginia;VA;51600;Fairfax city, Virginia;0,381;39,6;0,3117;0,6211
Washington;WA;53009;Clallam County, Washington;0,416;48,5;0,4755;0,4594
Washington;WA;53011;Clark County, Washington;0,416;36,2;0,4627;0,4633
Washington;WA;53043;Lincoln County, Washington;0,41;46,7;0,7194;0,2175
Wisconsin;WI;55001;Adams County, Wisconsin;0,404;47,7;0,592;0,374
Wisconsin;WI;55059;Kenosha County, Wisconsin;0,425;36,1;0,4751;0,4717
Virginia;VA;51141;Patrick County, Virginia;0,391;45,4;0,7603;0,2083
Virginia;VA;51820;Waynesboro city, Virginia;0,462;38,6;0,5264;0,4128
Vermont;VT;50021;Rutland County, Vermont;0,424;43,3;0,4509;0,4927
Washington;WA;53039;Klickitat County, Washington;0,439;44,9;0,5467;0,3835
Washington;WA;53041;Lewis County, Washington;0,405;41,1;0,6511;0,2895
Washington;WA;53053;Pierce County, Washington;0,413;35,6;0,4217;0,4969
Wisconsin;WI;55015;Calumet County, Wisconsin;0,367;37,5;0,5806;0,3645
Wisconsin;WI;55053;Jackson County, Wisconsin;0,419;40,3;0,5333;0,4152
Wisconsin;WI;55077;Marquette County, Wisconsin;0,389;46,6;0,6031;0,3594
Alabama;AL;1119;Sumter County, Alabama;0,512;36,9;0,2474;0,7415
Arkansas;AR;5121;Randolph County, Arkansas;0,49;42;0,7068;0,2234
California;CA;6075;San Francisco County, California;0,507;38,3;0,0944;0,8553
California;CA;6019;Fresno County, California;0,459;30,4;0,4553;0,4941
Colorado;CO;8063;Kit Carson County, Colorado;0,374;39,7;0,801;0,1456
Colorado;CO;8049;Grand County, Colorado;0,358;40,4;0,5247;0,3899
Colorado;CO;8093;Park County, Colorado;0,353;44,9;0,5908;0,3271
Florida;FL;12011;Broward County, Florida;0,469;39,2;0,3142;0,6647
Florida;FL;12067;Lafayette County, Florida;0,38;35,1;0,8281;0,1526
Florida;FL;12131;Walton County, Florida;0,483;42;0,7657;0,2044
Georgia;GA;13107;Emanuel County, Georgia;0,464;36,4;0,68;0,3104
Georgia;GA;13177;Lee County, Georgia;0,392;35,6;0,7544;0,2244
Georgia;GA;13179;Liberty County, Georgia;0,397;27,3;0,3809;0,5927
Georgia;GA;13181;Lincoln County, Georgia;0,443;43,8;0,6729;0,31
Georgia;GA;13191;McIntosh County, Georgia;0,446;42,9;0,5909;0,39
Georgia;GA;13229;Pierce County, Georgia;0,427;38,4;0,8635;0,1237
Georgia;GA;13283;Treutlen County, Georgia;0,468;36,9;0,6696;0,3185
Alabama;AL;1091;Marengo County, Alabama;0,484;40,1;0,4772;0,5121
