	sentiment	handles
559	0.0	['@realDonaldTrump']
560	0.4019	
561	0.0	['@realDonaldTrump', '@seanhannity', '@JudgeJeanine', '@IvankaTrump', '@EricTrump', '@DonaldJTrumpJr', '@newtgingrich', '@PaulManafort']
562	-0.7964	['@realDonaldTrump']
563	-0.1531	['@realDonaldTrump']
564	0.0	
565	-0.5574	['@realDonaldTrump']
566	-0.4019	
567	-0.7269	['@realDonaldTrump']
568	0.296	
569	0.1531	
570	0.7845	['@foxandfriends', '@HillaryClinton']
571	0.0	['@realDonaldTrump']
572	0.7964	['@JustinColeMoore', '@foxandfriends', '@realDonaldTrump']
573	0.0	['@realDonaldTrump']
574	0.0	['@shuff1138', '@kupajo322', '@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes', '@HillaryClinton']
575	0.7351	['@realDonaldTrump']
576	0.0	['@realDonaldTrump']
577	-0.5994	
578	0.0	['@realDonaldTrump', '@seanhannity', '@JudgeJeanine']
579	0.0	
580	-0.34	['@realDonaldTrump']
581	0.3818	['@realDonaldTrump']
582	0.0	
583	-0.5574	['@realDonaldTrump']
584	0.3612	['@realDonaldTrump']
585	0.0	
586	0.0	['@cnnbrk', '@MSNBC', '@andersoncooper', '@AC360', '@VanJones68']
587	0.8519	['@magnifier661', '@SallyAu81783497', '@HillaryClinton']
588	0.5267	['@realDonaldTrump', '@BamaStinson', '@elsolarverde']
589	0.0	['@realDonaldTrump']
590	-0.4215	
591	-0.4767	['@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
592	0.0	['@realDonaldTrump']
593	0.0201	['@realDonaldTrump']
594	0.0	['@realDonaldTrump']
595	-0.2682	['@Momof2inDE', '@realDonaldTrump']
596	0.7783	['@MrEdTrain', '@comermd', '@realDonaldTrump']
597	-0.6597	['@HillaryClinton', '@BarackObama']
598	0.0	['@realDonaldTrump', '@seanhannity', '@JudgeJeanine', '@IvankaTrump', '@EricTrump', '@DonaldJTrumpJr', '@newtgingrich', '@PaulManafort']
599	-0.7003	['@realDonaldTrump']
600	0.0772	['@realDonaldTrump', '@NewDay', '@ChrisCuomo']
601	0.3182	['@realDonaldTrump']
602	0.0	['@realDonaldTrump']
603	0.4215	['@realDonaldTrump']
604	0.0	['@TIME']
605	-0.4939	['@PizzaPartyBen']
606	0.0	['@realDonaldTrump']
607	0.5859	['@realDonaldTrump']
608	0.5719	['@realdonaldtrump']
609	0.0	['@realDonaldTrump', '@exxonmobil']
610	-0.4588	['@shuff1138', '@kupajo322', '@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes', '@HillaryClinton']
611	0.6369	['@HillaryClinton']
612	-0.6908	['@realDonaldTrump']
613	0.0	['@cspanwj', '@HillaryClinton']
614	0.743	['@realDonaldTrump']
615	-0.8271	['@realDonaldTrump']
616	-0.0516	['@TheFive', '@HillaryClinton', '@TheDemocrats']
617	0.7003	['@realDonaldTrump', '@DiamondandSilk', '@seanhannity']
618	0.4588	['@realDonaldTrump', '@ChrisCuomo']
619	-0.2263	['@realDonaldTrump']
620	0.0	['@realDonaldTrump']
621	-0.5859	['@realDonaldTrump']
622	-0.6705	['@realDonaldTrump']
623	0.7351	['@shuff1138', '@kupajo322', '@realDonaldTrump', '@EnemyWithinn', '@elsolarverde']
624	0.4588	
625	-0.0258	['@realDonaldTrump']
626	0.6369	['@realDonaldTrump']
627	-0.2263	
628	-0.5719	['@realdonaldtrump', '@hillaryclinton']
629	-0.0382	['@HillaryClinton']
630	0.4019	
631	0.7783	['@HillaryClinton']
632	0.7906	['@MitchMccock', '@realDonaldTrump']
633	-0.5574	['@realDonaldTrump']
634	0.0	['@realDonaldTrump', '@seanhannity', '@JudgeJeanine', '@IvankaTrump', '@EricTrump', '@DonaldJTrumpJr', '@newtgingrich', '@PaulManafort']
635	-0.5994	['@realDonaldTrump']
636	-0.8822	['@realDonaldTrump']
637	0.0	['@LoordyMarie']
638	-0.5423	['@realDonaldTrump']
639	0.2732	['@LoraInAlberta', '@realDonaldTrump', '@oreillyfactor']
640	0.6808	['@BayouProud', '@CNNPolitics']
641	-0.2732	['@realDonaldTrump']
642	0.0	
643	-0.2263	['@SenSanders', '@realDonaldTrump']
644	-0.4019	['@nycjim', '@realDonaldTrump']
645	0.6478	['@foxandfriends', '@HillaryClinton']
646	-0.9313	['@HillaryClinton']
647	-0.34	['@realDonaldTrump']
648	0.3182	['@realDonaldTrump']
649	-0.4404	['@realDonaldTrump', '@maddow']
650	0.0	['@realDonaldTrump']
651	0.0	['@realDonaldTrump']
652	-0.4404	['@Morning_Joe', '@realDonaldTrump']
653	0.0	
654	0.8402	['@realDonaldTrump', '@laurencristmann', '@C_Lynne_Ryan', '@realDonaldTrump']
655	-0.1027	
656	0.5994	['@HillaryClinton']
657	-0.3804	['@realDonaldTrump']
658	-0.7783	['@realDonaldTrump']
659	-0.1027	['@realDonaldTrump']
660	0.0	['@DanielleMorrill', '@realDonaldTrump']
661	-0.4404	['@raindogtweets', '@cather435', '@JoeNBC']
662	0.4019	['@realDonaldTrump']
663	-0.4588	['@realDonaldTrump']
664	-0.5423	['@oooobear']
665	0.2023	['@seanhannity', '@HillaryClinton']
666	-0.34	
667	0.5719	['@nytopinion', '@TRUMP', '@HillaryClinton']
668	0.0	['@realDonaldTrump']
669	0.0	['@realDonaldTrump']
670	0.6808	['@realDonaldTrump']
671	0.0	['@TeaPartyOrg']
672	0.0	['@larry_kleinfeld', '@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
673	0.0	['@realDonaldTrump', '@sherrysamples', '@SheriffClarke']
674	0.0	['@trumpaboard', '@realDonaldTrump', '@ClintonFdn']
675	0.4445	
676	0.0	['@realDonaldTrump']
677	-0.8434	['@realDonaldTrump', '@ChrisCuomo']
678	-0.5423	['@RandPaul']
679	0.0	['@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
680	0.0	['@HillaryClinton']
681	0.0	
682	-0.2263	['@realDonaldTrump']
683	0.0	['@realDonaldTrump']
684	0.0	['@realDonaldTrump']
685	-0.6597	['@realDonaldTrump']
686	-0.6597	['@realDonaldTrump']
687	0.4404	['@realDonaldTrump']
688	-0.128	['@HillaryClinton', '@POTUS']
689	-0.1531	['@realDonaldTrump']
690	0.0772	['@ChrisCuomo', '@RudolphGiuliani', '@MichaelCohen212', '@realDonaldTrump', '@NewDay']
691	-0.2263	['@realDonaldTrump']
692	0.4939	['@realDonaldTrump']
693	0.6249	['@realDonaldTrump']
694	0.0	['@realDonaldTrump']
695	-0.5106	['@CarolCNN', '@HillaryClinton', '@realDonaldTrump']
696	0.4168	['@realDonaldTrump']
697	0.3182	['@realDonaldTrump']
698	0.2824	['@JudgeJeanine']
699	0.4404	['@JustinColeMoore', '@realDonaldTrump', '@foxandfriends']
700	0.0	['@realDonaldTrump']
701	-0.3818	['@realDonaldTrump']
702	-0.2263	['@hlthiskrieger', '@realDonaldTrump']
703	0.0	['@realDonaldTrump']
704	-0.2732	['@realDonaldTrump']
705	-0.8442	['@realDonaldTrump']
706	-0.0516	
707	-0.6369	['@realDonaldTrump']
708	0.25	['@HillaryClinton']
709	0.7184	['@realDonaldTrump']
710	0.4767	['@foxnews', '@HillaryClinton']
711	0.7096	['@realDonaldTrump', '@hillaryclinton']
712	0.0	['@HillaryClinton']
713	0.0	['@realDonaldTrump']
714	0.2732	['@realDonaldTrump']
715	0.0	['@ChrisCuomo', '@realDonaldTrump']
716	0.2732	['@Morning_Joe', '@realDonaldTrump']
717	0.0	['@TheBillyWest', '@abcnews', '@realDonaldTrump', '@bryanpHury']
718	0.1027	['@BrianBickhaus', '@CNNPolitics', '@realDonaldTrump', '@hughhewitt']
719	0.5574	
720	0.0	['@Dollfinish', '@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
721	0.4215	['@realDonaldTrump']
722	-0.5859	['@PrisonPlanet', '@Milos51611', '@realDonaldTrump']
723	-0.1027	
724	-0.836	['@TarotDarrow', '@realDonaldTrump']
725	0.0	
726	-0.1877	['@realDonaldTrump']
727	-0.4588	['@HillaryClinton', '@HillaryClinton']
728	0.0	['@realDonaldTrump']
729	0.25	
730	-0.5423	['@realDonaldTrump']
731	0.0	
732	-0.7579	['@realDonaldTrump']
733	0.34	['@CNNPolitics']
734	0.4404	
735	0.0772	['@JohnJHarwood', '@hughhewitt', '@realDonaldTrump']
736	0.25	['@HillaryClinton', '@TeamUSA']
737	0.0	
738	0.0772	['@realDonaldTrump']
739	-0.7886	['@realDonaldTrump']
740	-0.2732	['@realDonaldTrump']
741	0.25	['@realDonaldTrump', '@seanhannity', '@IngrahamAngle']
742	0.0	['@realDonaldTrump']
743	0.0	
744	0.0516	
745	-0.5719	['@realDonaldTrump']
746	0.0	['@realDonaldTrump']
747	0.0258	
748	0.3612	['@realDonaldTrump']
749	-0.0516	['@realDonaldTrump']
750	0.0516	
751	0.296	['@realDonaldTrump', '@angrysocialst']
752	-0.3182	['@realDonaldTrump']
753	-0.4939	
754	0.1027	['@HillaryClinton']
755	0.0	
756	-0.4588	
757	-0.8689	['@HillaryClinton']
758	-0.34	['@JustinColeMoore']
759	0.0	
760	-0.9022	['@realDonaldTrump']
761	0.0	['@realDonaldTrump']
762	-0.5574	
763	-0.5106	['@HillaryClinton']
764	-0.2023	
765	0.5267	
766	-0.5267	['@rivellij', '@Morning_Joe']
767	0.3612	['@realDonaldTrump']
768	0.5106	['@Chad_59', '@realDonaldTrump']
769	0.0	
770	0.7906	['@realDonaldTrump']
771	-0.2263	['@realDonaldTrump']
772	0.0	['@realDonaldTrump']
773	0.0	['@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
774	0.0	['@realDonaldTrump', '@youngstownstate']
775	0.0	['@AnonymousHeadUS', '@DrJillStein', '@DrJillStein']
776	0.9042	['@foxandfriends', '@JustinColeMoore', '@realDonaldTrump']
777	-0.5574	['@realDonaldTrump']
778	0.0	
779	-0.4939	['@ron_fournier', '@realDonaldTrump']
780	-0.296	['@realDonaldTrump']
781	0.0	
782	0.296	['@HillaryClinton']
783	0.0	['@pagesix']
784	-0.7783	['@realDonaldTrump']
785	0.0	['@NeilTurner_', '@realDonaldTrump']
786	0.4588	['@JimmyNasium', '@martyalpert']
787	-0.5859	['@HillaryClinton']
788	0.0	
789	0.0	['@realDonaldTrump']
790	0.0	['@DailyCaller', '@foxnewspolitics', '@HillaryClinton']
791	0.0	['@jpodhoretz', '@realDonaldTrump']
792	-0.34	['@telegraphnews']
793	0.4939	['@bets65', '@MSNBC', '@FoxNews', '@CassandraRules']
794	0.0	['@WhiteGenocideT1', '@realDonaldTrump']
795	0.0	['@HillaryClinton']
796	0.4404	['@realDonaldTrump']
797	-0.7906	['@realDonaldTrump']
798	0.8316	['@realDonaldTrump']
799	0.0	['@realDonaldTrump']
800	-0.5423	['@sethmoulton', '@realDonaldTrump']
801	0.0	
802	0.0258	['@realDonaldTrump']
803	0.0	['@bhodisvaha', '@Morning_Joe', '@randyprine']
804	0.2023	['@realDonaldTrump']
805	-0.6597	['@hughhewitt', '@readDonaldTrump', '@HillaryClinton', '@PeterWSJ']
806	-0.5574	
807	-0.128	['@HillaryClinton']
808	0.7964	['@HillaryClinton']
809	0.0	['@WhiteGenocideT1', '@realDonaldTrump', '@ClintonFdn']
810	0.2023	['@realDonaldTrump']
811	0.0	
812	-0.4215	
813	0.34	['@HillaryClinton']
814	0.2023	['@realDonaldTrump']
815	-0.6369	
816	0.0	
817	0.0	['@realDonaldTrump']
818	0.4019	['@realDonaldTrump']
819	0.0	['@CarlIcahn1', '@realDonaldTrump']
820	0.0	['@cspanwj', '@HillaryClinton']
821	-0.4023	['@LiberalMmama', '@realDonaldTrump']
822	-0.7783	
823	0.0	['@realDonaldTrump']
824	-0.2411	['@realDonaldTrump', '@elsolarverde']
825	0.0	
826	0.0	['@donnawnts2no', '@AndriaPledger', '@trumpUni', '@realDonaldTrump']
827	-0.8316	['@realDonaldTrump']
828	0.0	['@cspanwj', '@HillaryClinton']
829	0.0	
830	-0.7783	['@realDonaldTrump']
831	-0.7783	['@realDonaldTrump']
832	-0.1451	['@realDonaldTrump']
833	0.0	['@Jeff_Neil525', '@realDonaldTrump', '@ClintonFdn']
834	0.2263	['@realDonaldTrump']
835	0.0	['@whpresscorps']
836	0.5574	['@realDonaldTrump']
837	-0.8481	['@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
838	-0.6124	['@realDonaldTrump']
839	0.5106	['@realDonaldTrump']
840	-0.4215	['@wikileaks', '@HillaryClinton']
841	0.4019	['@TB_Times', '@adamsmithtimes']
842	0.7096	['@Usmc_getsome35', '@NewDay', '@realDonaldTrump']
843	0.0	
844	-0.8126	['@realDonaldTrump']
845	-0.7964	['@realDonaldTrump']
846	0.0	
847	0.0	['@WakeUpMFers', '@PhyllisHart16', '@realDonaldTrump']
848	0.4404	['@ChrisCuomo', '@realDonaldTrump']
849	0.0	['@Republiicunts', '@realDonaldTrump', '@HillaryClinton']
850	-0.8519	['@realDonaldTrump']
851	0.5574	
852	-0.5267	['@elizabethforma', '@mitchellreports', '@realDonaldTrump']
853	-0.6808	['@HillaryClinton']
854	-0.1027	['@realDonaldTrump']
855	0.0	
856	-0.743	['@realDonaldTrump', '@marty713', '@SheriffClarke']
857	-0.5106	['@joekarce', '@ChrisCuomo']
858	0.6124	['@realDonaldTrump', '@laurencristmann', '@C_Lynne_Ryan']
859	0.5859	
860	0.0	
861	0.296	['@realDonaldTrump']
862	-0.5106	['@Iacoguy', '@ZaibatsuNews', '@realDonaldTrump']
863	-0.4215	['@SpeakerRyan', '@realDonaldTrump']
864	-0.0772	
865	-0.25	['@RoshieWeightman', '@AlbionAwakes', '@HillaryClinton']
866	-0.4404	['@realDonaldTrump']
867	0.0	['@deanhepburn', '@Valen_of_Minbar', '@realDonaldTrump']
868	0.0	['@doglover100', '@realDonaldTrump']
869	-0.34	['@AASchapiro', '@AgeJustNumbers', '@realDonaldTrump', '@HillaryClinton', '@POTUS']
870	0.0	['@realDonaldTrump']
871	0.0	
872	-0.1761	['@realDonaldTrump']
873	-0.3523	
874	-0.5267	['@jpodhoretz', '@realDonaldTrump', '@SebGorka']
875	-0.3612	['@HillaryClinton', '@realDonaldTrump']
876	0.0	
877	0.0	['@deray', '@realDonaldTrump']
878	0.6369	['@realDonaldTrump']
879	0.0	['@realDonaldTrump']
880	0.4019	['@madeUlookhuh', '@bhodisvaha', '@Morning_Joe']
881	0.5267	['@realDonaldTrump', '@TheDonaldNews']
882	0.0	['@cspanwj', '@HillaryClinton']
883	0.296	['@HillaryClinton']
884	0.2263	['@SenJohnMcCain', '@realDonaldTrump']
885	0.5994	['@realDonaldTrump']
886	0.0	['@realDonaldTrump']
887	-0.5267	['@realDonaldTrump']
888	0.4404	['@realDonaldTrump']
889	-0.4215	
890	-0.128	['@realDonaldTrump', '@Don_Vito_08']
891	-0.4019	
892	-0.8074	['@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
893	0.0772	['@realDonaldTrump']
894	-0.8059	['@realDonaldTrump']
895	0.0	['@realDonaldTrump']
896	0.1779	['@HearUsNowUSA1', '@realDonaldTrump']
897	0.2263	['@HillaryClinton', '@realDonaldTrump']
898	0.4717	['@realDonaldTrump']
899	0.0	['@realDonaldTrump']
900	0.0	['@realDonaldTrump']
901	0.0	['@Don_Vito_08', '@CASE103060', '@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
902	0.0	['@seanhannity', '@IngrahamAngle', '@HillaryClinton', '@ClintonFdn']
903	0.0	
904	-0.25	['@realDonaldTrump', '@LouDobbs', '@JoeNBC', '@KatyTurNBC']
905	0.0	['@andreajmarkley', '@realDonaldTrump']
906	0.0	['@japster2008', '@realDonaldTrump']
907	0.0	['@HillaryClinton', '@Morning_Joe', '@davidaxelrod']
908	-0.3612	['@SheilaInCT', '@VintageArtCafe', '@realDonaldTrump']
909	0.7269	['@realDonaldTrump']
910	-0.7845	['@realDonaldTrump']
911	0.0	
912	-0.6872	['@realDonaldTrump']
913	-0.6908	['@realDonaldTrump']
914	-0.5994	['@HillaryClinton']
915	-0.5994	
916	-0.6369	['@realDonaldTrump', '@laurencristmann', '@C_Lynne_Ryan']
917	-0.5994	['@GodelieveTT', '@chgroenhuijsen', '@DrJillStein']
918	0.5574	['@realDonaldTrump', '@Morning_Joe']
919	0.7003	['@realDonaldTrump']
920	0.0	['@realDonaldTrump']
921	0.0	['@realDonaldTrump']
922	-0.7506	['@trumansmama1', '@realDonaldTrump']
923	0.4215	['@SheriffClarke', '@AlbionAwakes']
924	0.4404	['@JudgeJeanine', '@foxandfriends']
925	0.0	['@realDonaldTrump', '@laurencristmann', '@C_Lynne_Ryan']
926	-0.4404	
927	-0.5719	['@realDonaldTrump']
928	0.0	['@realDonaldTrump', '@SheriffClarke', '@ForeignPolicy', '@ClintonFdn']
929	0.0	['@SoCal4Trump', '@HillaryClinton', '@BarackObama']
930	0.1531	['@TinaMorphis', '@IndieHannaJones', '@realDonaldTrump']
931	0.7774	['@Morning_joe', '@realDonaldTrump']
932	0.4588	['@realDonaldTrump']
933	-0.4939	['@realDonaldTrump']
934	0.0	['@realDonaldTrump']
935	0.5719	['@sethmoulton', '@HillaryClinton']
936	-0.0516	['@realDonaldTrump']
937	0.0258	['@Artzthings', '@DianeToucan', '@realDonaldTrump']
938	0.4023	['@ManMet80']
939	-0.8481	
940	0.0	['@MagicRoyalty', '@realDonaldTrump', '@ClintonFdn']
941	-0.1779	['@realDonaldTrump']
942	0.0	['@HillaryClinton', '@POTUS', '@WhiteHouse', '@SenWarren', '@BernieSanders']
943	0.4939	['@realDonaldTrump']
944	-0.4588	['@realDonaldTrump']
945	-0.3182	
946	0.0	['@HillaryClinton', '@HillarysCrooked']
947	0.0	['@AmandiOnAir']
948	0.0	['@JohnKStahlUSA', '@SharpestJim', '@realDonaldTrump']
949	0.0	['@POTUS', '@realDonaldTrump', '@washingtonpost', '@JeffBezos', '@amazon', '@nypost', '@FoxNews', '@nytimes', '@latimes']
950	-0.0258	
951	-0.4588	
952	0.5994	['@RealDonaldTrump']
953	0.5859	['@realDonaldTrump']
954	0.0	['@realDonaldTrump']
955	0.0	['@HillaryClinton', '@POTUS']
956	-0.4817	['@realDonaldTrump']
957	0.0772	
958	0.0	['@realDonaldTrump']
959	0.0	
960	0.2732	['@realDonaldTrump']
961	0.0	['@WhiteGenocideT1', '@realDonaldTrump', '@ClintonFdn']
962	-0.6124	['@realDonaldTrump']
963	0.0258	['@HillaryClinton']
964	0.0	['@jimmycleanhands', '@realDonaldTrump']
965	0.0	['@HillaryClinton']
966	-0.5106	['@realDonaldTrump']
967	-0.1531	['@realDonaldTrump']
968	0.4168	['@realDonaldTrump']
969	-0.9118	['@realDonaldTrump', '@laurencristmann', '@C_Lynne_Ryan']
970	0.0	
971	-0.5106	['@realDonaldTrump']
972	-0.4215	
973	0.128	['@HillaryClinton', '@realDonaldTrump', '@JebBush', '@MittRomney']
974	0.0258	['@realDonaldTrump']
975	0.0	['@realDonaldTrump']
976	0.8807	['@DanScavino', '@TeamTrump', '@realDonaldTrump', '@SheriffClarke']
977	0.0	
978	-0.6983	['@realDonaldTrump', '@elsolarverde']
979	0.0	['@realDonaldTrump']
980	0.0	
981	0.0	['@MusaTuray4', '@AC360', '@randikayeCNN', '@HillaryClinton', '@ClintonFdn']
982	0.0	['@realDonaldTrump']
983	0.2732	['@realDonaldTrump']
984	0.1531	['@HillaryClinton']
985	-0.5267	['@PoliticalShort', '@sarahcwestwood']
986	0.0	['@BarackObama', '@HillaryClinton']
987	-0.2263	['@sethmoulton', '@HillaryClinton', '@ChrisCuomo']
988	-0.4939	['@realDonaldTrump']
989	-0.6597	['@realDonaldTrump']
990	-0.128	['@realDonaldTrump']
991	-0.2263	['@realDonaldTrump', '@morningmika', '@JoeNBC']
992	-0.2732	['@realdonaldtrump']
993	0.0	['@realDonaldTrump', '@KatrinaPierson', '@SheriffClarke']
994	0.1027	['@realDonaldTrump']
995	0.0	['@realDonaldTrump', '@exxonmobil', '@BASF']
996	-0.6486	['@BarackObama', '@HillaryClinton']
997	-0.357	['@realDonaldTrump', '@LouDobbs', '@JoeNBC', '@KatyTurNBC', '@TrishIntel']
998	0.0	
999	-0.34	['@realDonaldTrump', '@EnemyWithinn', '@elsolarverde', '@nytimes']
