State;ST;Fips;County;Gini.Coefficient;Republicans_2016;Democrats_2016
Alabama;AL;1019;Cherokee County, Alabama;0,3049;0,8387;0,1451
Alabama;AL;1101;Montgomery County, Alabama;0,3285;0,3588;0,0620
Alabama;AL;1063;Greene County, Alabama;0,3361;1,7236;0,0824
Alabama;AL;1083;Limestone County, Alabama;0,3021;0,7316;0,2371
Alabama;AL;1069;Houston County, Alabama;0,3236;0,0727;0,0025
Alabama;AL;1059;Franklin County, Alabama;0,3153;0,7918;0,0184
Alabama;AL;1065;Hale County, Alabama;0,0333;3,9600;0,0596
Alabama;AL;1075;Lamar County, Alabama;0,3438;0,8396;0,1493
Alabama;AL;1053;Escambia County, Alabama;0,3222;0,6759;0,0309
Alabama;AL;1023;Choctaw County, Alabama;0,3174;0,5644;0,0428
Alabama;AL;1055;Etowah County, Alabama;0,3146;0,7391;0,2381
Alabama;AL;1025;Clarke County, Alabama;0,3632;0,5496;0,0442
Alabama;AL;1047;Dallas County, Alabama;0,3576;3,0881;0,0685
Alabama;AL;1029;Cleburne County, Alabama;0,2944;0,8784;0,1047
Alabama;AL;1123;Tallapoosa County, Alabama;0,3451;0,0701;0,0285
Alabama;AL;1045;Dale County, Alabama;0,2944;0,7412;0,0237
Alabama;AL;1017;Chambers County, Alabama;0,2951;5,6634;0,0418
Alabama;AL;1089;Madison County, Alabama;0,3153;0,5593;0,0392
Alabama;AL;1117;Shelby County, Alabama;0,3014;0,7343;0,2311
Alabama;AL;1109;Pike County, Alabama;0,3569;0,5897;0,3869
Alabama;AL;1011;Bullock County, Alabama;0,3701;2,4229;0,0751
Alabama;AL;1125;Tuscaloosa County, Alabama;0,3389;0,5838;0,0039
Alabama;AL;1085;Lowndes County, Alabama;0,3514;0,0262;0,0073
Alabama;AL;1087;Macon County, Alabama;0,3354;1,5935;0,0827
Alabama;AL;1121;Talladega County, Alabama;0,0306;0,6200;0,0365
Alabama;AL;1071;Jackson County, Alabama;0,3042;0,8007;0,1762
Alabama;AL;1073;Jefferson County, Alabama;0,3417;0,4502;0,0522
Alabama;AL;1043;Cullman County, Alabama;0,3090;0,0878;0,1001
Alabama;AL;1103;Morgan County, Alabama;0,3049;0,7480;0,2244
Alabama;AL;1031;Coffee County, Alabama;0,3139;0,7715;0,2045
Alabama;AL;1033;Colbert County, Alabama;0,3021;0,6789;0,0296
Alabama;AL;1013;Butler County, Alabama;0,3215;0,5632;0,0428
Alabama;AL;1097;Mobile County, Alabama;0,3285;0,5575;0,0042
Alabama;AL;1133;Winston County, Alabama;0,3139;0,8996;0,0849
Alabama;AL;1009;Blount County, Alabama;0,2931;0,8985;0,0847
Alabama;AL;1049;DeKalb County, Alabama;0,3153;0,8349;0,1411
Alabama;AL;1037;Coosa County, Alabama;0,3076;0,6464;0,3408
Alabama;AL;1081;Lee County, Alabama;0,3326;0,5951;0,0364
Alabama;AL;1027;Clay County, Alabama;0,2924;0,0796;0,1878
Alabama;AL;1015;Calhoun County, Alabama;0,3146;0,6924;0,2786
Alabama;AL;1005;Barbour County, Alabama;0,3222;0,5227;0,0467
Alabama;AL;1095;Marshall County, Alabama;0,3208;0,8356;0,1405
Alabama;AL;1039;Covington County, Alabama;0,3299;0,8359;0,1504
Alabama;AL;1105;Perry County, Alabama;0,0326;2,6698;0,0727
Alabama;AL;1079;Lawrence County, Alabama;0,2771;0,7339;0,0247
Alabama;AL;1093;Marion County, Alabama;0,3118;0,8731;0,1109
Alabama;AL;1099;Monroe County, Alabama;0,3354;0,5666;0,0423
Alabama;AL;1007;Bibb County, Alabama;0,2854;0,7697;0,2142
Alabama;AL;1057;Fayette County, Alabama;0,2903;0,8181;0,1657
Alabama;AL;1115;St. Clair County, Alabama;0,2882;0,8324;0,0146
Alabama;AL;1129;Washington County, Alabama;0,0313;0,0710;0,0279
Alabama;AL;1077;Lauderdale County, Alabama;0,3201;0,7146;0,2545
Alabama;AL;1061;Geneva County, Alabama;0,3167;0,8549;0,1305
Alabama;AL;1051;Elmore County, Alabama;0,2813;0,7484;0,0023
Alabama;AL;1107;Pickens County, Alabama;0,3146;5,7447;0,4184
Alabama;AL;1113;Russell County, Alabama;0,2979;0,4813;0,5005
Alabama;AL;1119;Sumter County, Alabama;0,3556;2,4738;0,0742
Alabama;AL;1091;Marengo County, Alabama;0,3361;4,7716;0,5121
Alabama;AL;1003;Baldwin County, Alabama;0,3049;0,0774;0,1957
Alabama;AL;1041;Crenshaw County, Alabama;0,3236;0,0722;0,2660
Alabama;AL;1001;Autauga County, Alabama;0,2813;0,7344;0,2396
Alabama;AL;1127;Walker County, Alabama;0,3174;0,8278;0,1534
Alabama;AL;1131;Wilcox County, Alabama;0,3479;2,8499;0,0710
Alabama;AL;1035;Conecuh County, Alabama;0,3361;5,2163;0,0047
Alabama;AL;1111;Randolph County, Alabama;0,3396;0,0760;0,2261
Alabama;AL;1067;Henry County, Alabama;0,3097;0,7014;0,2851
Alabama;AL;1021;Chilton County, Alabama;0,3132;0,8254;0,1594
Alaska;AK;2130;Ketchikan Gateway Borough, Alaska;0,2736;0,5100;0,3655
Alaska;AK;2282;Yakutat City and Borough, Alaska;0,2618;0,5100;0,3655
Alaska;AK;2013;Aleutians East Borough, Alaska;0,2771;0,5100;0,3655
Alaska;AK;2240;Southeast Fairbanks Census Area, Alaska;0,2549;0,5100;0,3655
Alaska;AK;2090;Fairbanks North Star Borough, Alaska;0,2806;0,5100;0,3655
Alaska;AK;2220;Sitka City and Borough, Alaska;0,2681;0,5100;0,3655
Alaska;AK;2290;Yukon-Koyukuk Census Area, Alaska;0,3118;0,5100;0,3655
Alaska;AK;2100;Haines Borough, Alaska;0,0285;0,5100;0,3655
Alaska;AK;2050;Bethel Census Area, Alaska;0,3097;0,5100;0,3655
Alaska;AK;2188;Northwest Arctic Borough, Alaska;0,2701;0,5100;0,3655
Alaska;AK;2150;Kodiak Island Borough, Alaska;0,2681;0,5100;0,3655
Alaska;AK;2105;Hoonah-Angoon Census Area, Alaska;0,2861;0,5100;0,3655
Alaska;AK;2170;Matanuska-Susitna Borough, Alaska;0,2688;0,5100;0,3655
Alaska;AK;2110;Juneau City and Borough, Alaska;0,2694;0,5100;0,3655
Alaska;AK;2164;Lake and Peninsula Borough, Alaska;0,2972;0,5100;0,3655
Alaska;AK;2070;Dillingham Census Area, Alaska;0,2840;0,5100;0,3655
Alaska;AK;2185;North Slope Borough, Alaska;0,2597;0,5100;0,3655
Alaska;AK;2020;Anchorage Municipality, Alaska;0,2889;0,5100;0,3655
Alaska;AK;2122;Kenai Peninsula Borough, Alaska;0,0292;0,5100;0,3655
Alaska;AK;2270;Wade Hampton Census Area, Alaska;0,2833;0,5100;0,3655
Alaska;AK;2198;Prince of Wales-Hyder Census Area, Alaska;0,2806;0,5100;0,3655
Alaska;AK;2060;Bristol Bay Borough, Alaska;0,2382;0,5100;0,3655
Alaska;AK;2180;Nome Census Area, Alaska;0,2979;0,5100;0,3655
Alaska;AK;2195;Petersburg Census Area, Alaska;0,0250;0,5100;0,3655
Alaska;AK;2068;Denali Borough, Alaska;0,2417;0,5100;0,3655
Alaska;AK;2275;Wrangell City and Borough, Alaska;0,3160;0,5100;0,3655
Alaska;AK;2230;Skagway Municipality, Alaska;0,2556;0,5100;0,3655
Alaska;AK;2261;Valdez-Cordova Census Area, Alaska;0,0264;0,5100;0,3655
Arizona;AZ;4012;La Paz County, Arizona;0,3035;0,0686;0,0267
Arizona;AZ;4021;Pinal County, Arizona;0,2750;5,7414;0,0381
Arizona;AZ;4017;Navajo County, Arizona;0,3063;0,0513;0,0434
Arizona;AZ;4011;Greenlee County, Arizona;0,2535;0,5834;0,3367
Arizona;AZ;4023;Santa Cruz County, Arizona;0,3292;2,4454;0,0716
Arizona;AZ;4005;Coconino County, Arizona;0,3076;0,3689;0,5633
Arizona;AZ;4025;Yavapai County, Arizona;0,3146;0,6344;0,0320
Arizona;AZ;4013;Maricopa County, Arizona;0,3139;0,4913;0,0046
Arizona;AZ;4015;Mohave County, Arizona;0,3007;0,7367;0,2222
Arizona;AZ;4027;Yuma County, Arizona;0,2938;0,5051;0,0450
Arizona;AZ;4007;Gila County, Arizona;0,3007;0,6389;0,3153
Arizona;AZ;4009;Graham County, Arizona;0,2840;0,6722;0,0276
Arizona;AZ;4003;Cochise County, Arizona;0,3021;5,8025;0,0354
Arizona;AZ;4019;Pima County, Arizona;0,3181;4,0752;0,0542
Arizona;AZ;4001;Apache County, Arizona;0,3389;2,8485;0,0654
Arkansas;AR;5067;Jackson County, Arkansas;0,3132;0,6333;0,0307
Arkansas;AR;5093;Mississippi County, Arkansas;0,3243;0,5345;0,4299
Arkansas;AR;5077;Lee County, Arkansas;0,2993;0,0407;0,5745
Arkansas;AR;5087;Madison County, Arkansas;0,3097;0,7200;0,2324
Arkansas;AR;5043;Drew County, Arkansas;0,3257;0,6020;0,0359
Arkansas;AR;5045;Faulkner County, Arkansas;0,0313;0,6181;0,0308
Arkansas;AR;5065;Izard County, Arkansas;0,2993;0,7423;0,2040
Arkansas;AR;5115;Pope County, Arkansas;0,3014;0,7209;0,2213
Arkansas;AR;5141;Van Buren County, Arkansas;0,3042;0,7563;0,2174
Arkansas;AR;5071;Johnson County, Arkansas;0,0313;0,6683;0,2665
Arkansas;AR;5015;Carroll County, Arkansas;0,3111;0,6309;0,3105
Arkansas;AR;5049;Fulton County, Arkansas;0,2924;0,0727;0,2236
Arkansas;AR;5009;Boone County, Arkansas;0,3132;0,0076;0,0182
Arkansas;AR;5007;Benton County, Arkansas;0,3042;0,6292;0,0289
Arkansas;AR;5143;Washington County, Arkansas;0,3201;0,0508;0,0406
Arkansas;AR;5129;Searcy County, Arkansas;0,3028;0,7927;0,1612
Arkansas;AR;5073;Lafayette County, Arkansas;0,3535;0,6149;0,0361
Arkansas;AR;5111;Poinsett County, Arkansas;0,3014;5,9059;0,0352
Arkansas;AR;5101;Newton County, Arkansas;0,3035;0,7661;0,0186
Arkansas;AR;5149;Yell County, Arkansas;0,2674;0,7162;0,0229
Arkansas;AR;5113;Polk County, Arkansas;0,2896;0,0804;0,0147
Arkansas;AR;5041;Desha County, Arkansas;0,0326;4,5038;0,0524
Arkansas;AR;5029;Conway County, Arkansas;0,3382;6,1154;0,0335
Arkansas;AR;5125;Saline County, Arkansas;0,2736;0,6819;0,2519
Arkansas;AR;5017;Chicot County, Arkansas;0,3535;0,4109;0,0563
Arkansas;AR;5019;Clark County, Arkansas;0,3243;0,5171;0,4240
Arkansas;AR;5119;Pulaski County, Arkansas;0,3347;3,8362;0,5604
Arkansas;AR;5089;Marion County, Arkansas;0,2993;0,7490;0,2032
Arkansas;AR;5063;Independence County, Arkansas;0,3188;0,7299;0,2116
Arkansas;AR;5035;Crittenden County, Arkansas;0,3236;0,4375;0,0526
Arkansas;AR;5085;Lonoke County, Arkansas;0,2715;0,7369;0,2088
Arkansas;AR;5059;Hot Spring County, Arkansas;0,2819;0,0685;0,2634
Arkansas;AR;5047;Franklin County, Arkansas;0,3111;0,0744;0,0203
Arkansas;AR;5031;Craighead County, Arkansas;0,3285;0,0644;0,0296
Arkansas;AR;5033;Crawford County, Arkansas;0,2819;0,7434;0,1998
Arkansas;AR;5091;Miller County, Arkansas;0,3000;0,7019;0,0266
Arkansas;AR;5137;Stone County, Arkansas;0,3035;0,7329;0,2135
Arkansas;AR;5061;Howard County, Arkansas;0,3236;0,6754;0,2890
Arkansas;AR;5081;Little River County, Arkansas;0,0299;0,6830;0,0026
Arkansas;AR;5135;Sharp County, Arkansas;0,2965;0,7459;0,0203
Arkansas;AR;5051;Garland County, Arkansas;0,0326;0,6396;0,3015
Arkansas;AR;5107;Phillips County, Arkansas;0,3257;3,5242;0,6192
Arkansas;AR;5083;Logan County, Arkansas;0,2965;0,7254;0,0216
Arkansas;AR;5023;Cleburne County, Arkansas;0,3090;0,7826;0,1739
Arkansas;AR;5053;Grant County, Arkansas;0,2618;0,7470;0,2037
Arkansas;AR;5117;Prairie County, Arkansas;0,2882;0,7276;0,2360
Arkansas;AR;5005;Baxter County, Arkansas;0,0292;0,7428;0,2110
Arkansas;AR;5145;White County, Arkansas;0,3160;0,7528;0,1845
Arkansas;AR;5147;Woodruff County, Arkansas;0,0354;0,5238;0,4353
Arkansas;AR;5025;Cleveland County, Arkansas;0,3090;0,0734;0,2157
Arkansas;AR;5079;Lincoln County, Arkansas;0,3354;0,0642;0,0003
Arkansas;AR;5057;Hempstead County, Arkansas;0,3035;6,2452;0,0337
Arkansas;AR;5001;Arkansas County, Arkansas;0,3243;0,6158;0,3122
Arkansas;AR;5069;Jefferson County, Arkansas;0,0319;0,3575;0,0609
Arkansas;AR;5139;Union County, Arkansas;0,3271;0,6208;0,0345
Arkansas;AR;5095;Monroe County, Arkansas;0,0326;0,0504;0,4672
Arkansas;AR;5021;Clay County, Arkansas;0,3389;0,6300;0,0333
Arkansas;AR;5055;Greene County, Arkansas;0,2840;0,7348;0,0210
Arkansas;AR;5037;Cross County, Arkansas;0,3000;0,6669;0,2907
Arkansas;AR;5011;Bradley County, Arkansas;0,3319;0,5923;0,0361
Arkansas;AR;5099;Nevada County, Arkansas;0,3201;6,1702;0,0356
Arkansas;AR;5109;Pike County, Arkansas;0,3215;0,7915;0,1719
Arkansas;AR;5039;Dallas County, Arkansas;0,3208;0,5442;0,4207
Arkansas;AR;5121;Randolph County, Arkansas;0,0340;0,0707;0,2234
Arkansas;AR;5097;Montgomery County, Arkansas;0,3424;0,7413;0,0212
Arkansas;AR;5127;Scott County, Arkansas;0,3042;0,0078;0,1669
Arkansas;AR;5075;Lawrence County, Arkansas;0,2965;0,7149;0,0222
Arkansas;AR;5105;Perry County, Arkansas;0,0271;0,6990;0,2428
Arkansas;AR;5131;Sebastian County, Arkansas;0,3250;0,6521;0,2762
Arkansas;AR;5133;Sevier County, Arkansas;0,2840;0,7179;0,2352
Arkansas;AR;5103;Ouachita County, Arkansas;0,3132;0,5385;0,0435
Arkansas;AR;5027;Columbia County, Arkansas;0,3354;0,6139;0,3533
Arkansas;AR;5003;Ashley County, Arkansas;0,3104;0,6604;0,0298
Arkansas;AR;5123;St. Francis County, Arkansas;0,3299;0,4300;0,0543
Arkansas;AR;5013;Calhoun County, Arkansas;0,2715;0,6864;0,2809
California;CA;6071;San Bernardino County, California;0,2931;0,4241;0,0052
California;CA;6027;Inyo County, California;0,2965;0,5313;0,3946
California;CA;6077;San Joaquin County, California;0,3035;0,4099;0,5388
California;CA;6069;San Benito County, California;0,2875;3,6826;0,5719
California;CA;6049;Modoc County, California;0,0299;0,7184;0,0238
California;CA;6091;Sierra County, California;0,2701;0,5809;0,0333
California;CA;6103;Tehama County, California;0,3146;0,6549;0,0287
California;CA;6109;Tuolumne County, California;0,3007;0,5746;0,3655
California;CA;6101;Sutter County, California;0,2944;5,5145;0,0389
California;CA;6097;Sonoma County, California;0,3063;2,2809;0,0707
California;CA;6047;Merced County, California;0,0319;4,3473;0,0514
California;CA;6029;Kern County, California;0,3139;0,5473;0,0397
California;CA;6115;Yuba County, California;0,2903;5,8472;0,0344
California;CA;6021;Glenn County, California;0,3028;0,6171;0,0033
California;CA;6089;Shasta County, California;0,3146;0,6559;0,2821
California;CA;6031;Kings County, California;0,2868;5,4096;0,0040
California;CA;6067;Sacramento County, California;0,2993;0,0349;0,0586
California;CA;6083;Santa Barbara County, California;0,3299;3,2724;0,0610
California;CA;6111;Ventura County, California;0,3021;0,3857;0,0554
California;CA;6023;Humboldt County, California;0,3285;0,0324;0,0583
California;CA;6085;Santa Clara County, California;0,0313;2,0853;0,0733
California;CA;6025;Imperial County, California;0,3257;2,7053;0,0682
California;CA;6095;Solano County, California;0,2806;3,1778;0,0623
California;CA;6009;Calaveras County, California;0,2861;0,5853;0,0346
California;CA;6107;Tulare County, California;0,3090;5,3386;0,0413
California;CA;6045;Mendocino County, California;0,3083;3,1229;0,0604
California;CA;6055;Napa County, California;0,3201;2,9574;0,0648
California;CA;6059;Orange County, California;0,3160;0,4328;0,0510
California;CA;6079;San Luis Obispo County, California;0,3167;0,4228;0,0506
California;CA;6039;Madera County, California;0,3063;0,5610;0,0388
California;CA;6113;Yolo County, California;0,3167;2,6032;0,0681
California;CA;6073;San Diego County, California;0,3139;0,3824;0,0561
California;CA;6011;Colusa County, California;0,2979;0,5385;0,0403
California;CA;6087;Santa Cruz County, California;0,3243;1,7759;0,0750
California;CA;6093;Siskiyou County, California;0,3111;0,5652;0,0358
California;CA;6017;El Dorado County, California;0,2924;5,3383;0,0395
California;CA;6041;Marin County, California;0,3458;1,5946;0,0788
California;CA;6099;Stanislaus County, California;0,3063;4,6727;0,0474
California;CA;6105;Trinity County, California;0,2840;0,5108;0,0398
California;CA;6065;Riverside County, California;0,3049;0,4528;0,4961
California;CA;6037;Los Angeles County, California;0,3396;2,3389;0,0714
California;CA;6003;Alpine County, California;0,3118;0,3670;0,0553
California;CA;6005;Amador County, California;0,2771;5,9578;0,3435
California;CA;6013;Contra Costa County, California;0,3146;2,5439;0,0689
California;CA;6075;San Francisco County, California;0,3521;0,9443;0,0855
California;CA;6019;Fresno County, California;0,3188;0,4553;0,0494
California;CA;6063;Plumas County, California;0,3097;0,0058;0,0037
California;CA;6051;Mono County, California;0,2785;4,0357;0,0523
California;CA;6043;Mariposa County, California;0,2972;0,5841;0,0352
California;CA;6007;Butte County, California;0,3118;0,4803;0,0440
California;CA;6035;Lassen County, California;0,2931;0,7267;0,0213
California;CA;6001;Alameda County, California;0,3167;1,4871;0,0793
California;CA;6033;Lake County, California;0,3069;4,4094;0,0478
California;CA;6053;Monterey County, California;0,0313;2,7285;0,0670
California;CA;6015;Del Norte County, California;0,3111;0,5484;0,0372
California;CA;6057;Nevada County, California;0,2958;4,4158;0,0487
California;CA;6061;Placer County, California;0,2931;0,5247;0,0412
California;CA;6081;San Mateo County, California;0,3243;1,8689;0,0076
Colorado;CO;8021;Conejos County, Colorado;0,2979;0,4748;0,0442
Colorado;CO;8015;Chaffee County, Colorado;0,3167;4,8032;0,0434
Colorado;CO;8065;Lake County, Colorado;0,2743;3,9811;0,0504
Colorado;CO;8083;Montezuma County, Colorado;0,3118;0,6116;0,0309
Colorado;CO;8105;Rio Grande County, Colorado;0,2993;0,5576;0,0036
Colorado;CO;8057;Jackson County, Colorado;0,3090;0,0729;0,1984
Colorado;CO;8111;San Juan County, Colorado;0,2174;4,2490;0,0524
Colorado;CO;8031;Denver County, Colorado;0,3549;1,8785;0,0752
Colorado;CO;8101;Pueblo County, Colorado;0,3160;0,4616;0,0465
Colorado;CO;8109;Saguache County, Colorado;0,3299;0,4097;0,4969
Colorado;CO;8123;Weld County, Colorado;0,2924;0,5672;0,3428
Colorado;CO;8081;Moffat County, Colorado;0,2653;0,8131;0,1343
Colorado;CO;8029;Delta County, Colorado;0,0292;0,6953;0,2430
Colorado;CO;8055;Huerfano County, Colorado;0,3590;4,9708;0,0432
Colorado;CO;8023;Costilla County, Colorado;0,3528;0,3192;0,0609
Colorado;CO;8019;Clear Creek County, Colorado;0,2958;0,4385;0,0467
Colorado;CO;8107;Routt County, Colorado;0,2715;0,3739;0,0544
Colorado;CO;8077;Mesa County, Colorado;0,3063;0,6428;0,2799
Colorado;CO;8117;Summit County, Colorado;0,2736;3,1530;0,5916
Colorado;CO;8017;Cheyenne County, Colorado;0,2757;0,8411;0,1180
Colorado;CO;8037;Eagle County, Colorado;0,3222;3,6058;0,0560
Colorado;CO;8115;Sedgwick County, Colorado;0,0299;0,7441;0,1957
Colorado;CO;8075;Logan County, Colorado;0,2910;0,7495;0,1900
Colorado;CO;8097;Pitkin County, Colorado;0,4104;0,2428;0,0697
Colorado;CO;8003;Alamosa County, Colorado;0,3292;0,4395;0,4593
Colorado;CO;8014;Broomfield County, Colorado;0,2799;0,3822;0,0523
Colorado;CO;8103;Rio Blanco County, Colorado;0,2632;0,0810;0,0126
Colorado;CO;8095;Phillips County, Colorado;0,2938;0,7680;0,0187
Colorado;CO;8007;Archuleta County, Colorado;0,3368;5,8080;0,0341
Colorado;CO;8033;Dolores County, Colorado;0,2549;0,7610;0,1846
Colorado;CO;8061;Kiowa County, Colorado;0,3007;0,8511;0,1067
Colorado;CO;8087;Morgan County, Colorado;0,2750;0,6817;0,2631
Colorado;CO;8039;Elbert County, Colorado;0,2597;0,7353;0,1948
Colorado;CO;8027;Custer County, Colorado;0,3278;0,6720;0,2601
Colorado;CO;8089;Otero County, Colorado;0,3049;5,9309;0,0341
Colorado;CO;8025;Crowley County, Colorado;0,3035;0,7075;0,2224
Colorado;CO;8113;San Miguel County, Colorado;0,3139;0,2389;0,0687
Colorado;CO;8011;Bent County, Colorado;0,2861;6,1628;0,3071
Colorado;CO;8085;Montrose County, Colorado;0,2896;0,6788;0,2581
Colorado;CO;8001;Adams County, Colorado;0,2799;0,4215;0,0494
Colorado;CO;8009;Baca County, Colorado;0,3250;0,8144;0,1319
Colorado;CO;8047;Gilpin County, Colorado;0,0271;0,4376;0,0457
Colorado;CO;8067;La Plata County, Colorado;0,2910;0,4059;0,4980
Colorado;CO;8045;Garfield County, Colorado;0,2694;4,9647;0,0426
Colorado;CO;8071;Las Animas County, Colorado;0,3215;0,5462;0,0391
Colorado;CO;8053;Hinsdale County, Colorado;0,2715;5,7555;0,0003
Colorado;CO;8041;El Paso County, Colorado;0,0299;0,5634;0,0034
Colorado;CO;8005;Arapahoe County, Colorado;0,3215;0,3893;0,5268
Colorado;CO;8079;Mineral County, Colorado;0,4153;5,2761;0,0363
Colorado;CO;8013;Boulder County, Colorado;0,3354;0,2193;0,0706
Colorado;CO;8063;Kit Carson County, Colorado;0,2597;0,8010;0,0146
Colorado;CO;8049;Grand County, Colorado;0,2486;0,5247;0,0390
Colorado;CO;8093;Park County, Colorado;0,2451;0,5908;0,0033
Colorado;CO;8099;Prowers County, Colorado;0,3111;0,7047;0,2356
Colorado;CO;8073;Lincoln County, Colorado;0,3250;0,0780;0,1661
Colorado;CO;8059;Jefferson County, Colorado;0,2958;4,2075;0,0491
Colorado;CO;8043;Fremont County, Colorado;0,3111;0,6886;0,2411
Colorado;CO;8051;Gunnison County, Colorado;0,3104;0,3495;0,0545
Colorado;CO;8125;Yuma County, Colorado;0,2875;0,8051;0,1503
Colorado;CO;8069;Larimer County, Colorado;0,0313;4,2612;0,4754
Colorado;CO;8091;Ouray County, Colorado;0,2889;4,0675;0,0514
Colorado;CO;8121;Washington County, Colorado;0,2951;0,0843;0,0107
Colorado;CO;8119;Teller County, Colorado;0,2535;0,6745;0,0250
Colorado;CO;8035;Douglas County, Colorado;0,2604;5,4767;0,0367
Connecticut;CT;9001;Fairfield County, Connecticut;0,3729;3,7891;0,0582
Connecticut;CT;9005;Litchfield County, Connecticut;0,2972;5,4782;0,4089
Connecticut;CT;9011;New London County, Connecticut;0,2903;0,4383;0,5055
Connecticut;CT;9009;New Haven County, Connecticut;0,3174;0,4213;0,5416
Connecticut;CT;9007;Middlesex County, Connecticut;0,2910;0,4394;0,0512
Connecticut;CT;9015;Windham County, Connecticut;0,0028;0,5076;0,0429
Connecticut;CT;9013;Tolland County, Connecticut;0,2722;4,4102;0,0499
Connecticut;CT;9003;Hartford County, Connecticut;0,3181;0,3705;0,0586
Delaware;DE;10003;New Castle County, Delaware;0,3063;0,3270;0,6230
Delaware;DE;10001;Kent County, Delaware;0,2819;4,9815;0,4491
Delaware;DE;10005;Sussex County, Delaware;0,2972;0,0592;0,3717
District of Columbia;DC;11001;District of Columbia, District of Columbia;0,3715;0,4122;0,0928
Florida;FL;12065;Jefferson County, Florida;0,0299;0,0514;0,0463
Florida;FL;12045;Gulf County, Florida;0,2910;0,0731;0,2356
Florida;FL;12059;Holmes County, Florida;0,2882;0,8789;0,1002
Florida;FL;12101;Pasco County, Florida;0,2979;0,5894;0,3737
Florida;FL;12125;Union County, Florida;0,2819;0,8022;0,1781
Florida;FL;12009;Brevard County, Florida;0,3069;0,5778;0,0380
Florida;FL;12015;Charlotte County, Florida;0,3000;0,6249;0,0347
Florida;FL;12017;Citrus County, Florida;0,3014;0,6832;0,2860
Florida;FL;12057;Hillsborough County, Florida;0,3243;0,4469;0,5149
Florida;FL;12075;Levy County, Florida;0,3063;0,7104;0,0263
Florida;FL;12117;Seminole County, Florida;0,3076;0,4870;0,0471
Florida;FL;12105;Polk County, Florida;0,3000;5,5391;0,0413
Florida;FL;12073;Leon County, Florida;0,3389;3,5397;0,6051
Florida;FL;12087;Monroe County, Florida;0,3507;5,1574;0,0447
Florida;FL;12099;Palm Beach County, Florida;0,3507;0,4120;0,0565
Florida;FL;12109;St. Johns County, Florida;0,3347;0,0650;0,3155
Florida;FL;12019;Clay County, Florida;0,2688;0,7042;0,2611
Florida;FL;12037;Franklin County, Florida;0,3319;0,6862;0,2895
Florida;FL;12069;Lake County, Florida;0,2993;0,5997;0,0368
Florida;FL;12093;Okeechobee County, Florida;0,3271;0,6853;0,0290
Florida;FL;12111;St. Lucie County, Florida;0,0299;0,4992;0,4747
Florida;FL;12051;Hendry County, Florida;0,2931;5,5754;0,0415
Florida;FL;12029;Dixie County, Florida;0,0285;0,8084;0,1763
Florida;FL;12086;Miami-Dade County, Florida;0,3493;0,3409;0,6366
Florida;FL;12103;Pinellas County, Florida;0,3222;0,0049;0,4747
Florida;FL;12023;Columbia County, Florida;0,3000;0,7095;0,2648
Florida;FL;12119;Sumter County, Florida;0,2854;0,6878;0,0295
Florida;FL;12123;Taylor County, Florida;0,0306;0,0746;0,2316
Florida;FL;12005;Bay County, Florida;0,2889;0,0712;0,2489
Florida;FL;12055;Highlands County, Florida;0,2868;0,6473;0,0327
Florida;FL;12053;Hernando County, Florida;0,0292;6,2878;0,3389
Florida;FL;12095;Orange County, Florida;0,3167;0,3574;0,0604
Florida;FL;12113;Santa Rosa County, Florida;0,2799;0,7449;0,0210
Florida;FL;12027;DeSoto County, Florida;0,2931;0,6267;0,0350
Florida;FL;12063;Jackson County, Florida;0,2979;0,6778;0,3040
Florida;FL;12049;Hardee County, Florida;0,2833;0,6913;0,0283
Florida;FL;12083;Marion County, Florida;0,3076;0,6173;0,0355
Florida;FL;12085;Martin County, Florida;0,3556;6,2026;0,3517
Florida;FL;12129;Wakulla County, Florida;0,2653;0,6848;0,2834
Florida;FL;12133;Washington County, Florida;0,3083;0,0774;0,0203
Florida;FL;12081;Manatee County, Florida;0,3188;5,6957;0,0398
Florida;FL;12039;Gadsden County, Florida;0,3188;0,3044;0,0679
Florida;FL;12121;Suwannee County, Florida;0,3049;0,7647;0,2118
Florida;FL;12127;Volusia County, Florida;0,3132;0,5484;0,4179
Florida;FL;12001;Alachua County, Florida;0,3583;3,6443;0,0059
Florida;FL;12043;Glades County, Florida;0,2951;0,6879;0,2918
Florida;FL;12047;Hamilton County, Florida;0,3396;0,6309;0,0348
Florida;FL;12007;Bradford County, Florida;0,0292;0,7367;0,2417
Florida;FL;12035;Flagler County, Florida;0,2938;5,8879;0,0383
Florida;FL;12013;Calhoun County, Florida;0,3063;0,7659;0,2037
Florida;FL;12011;Broward County, Florida;0,3257;0,0314;0,0665
Florida;FL;12067;Lafayette County, Florida;0,0264;0,8281;0,1526
Florida;FL;12131;Walton County, Florida;0,3354;0,7657;0,2044
Florida;FL;12071;Lee County, Florida;0,3271;0,5867;0,0383
Florida;FL;12079;Madison County, Florida;0,2882;0,5703;0,0415
Florida;FL;12077;Liberty County, Florida;0,3139;0,7715;0,0198
Florida;FL;12097;Osceola County, Florida;0,2785;0,3590;0,6093
Florida;FL;12091;Okaloosa County, Florida;0,0299;0,7132;0,0236
Florida;FL;12033;Escambia County, Florida;0,3167;0,5829;0,0377
Florida;FL;12021;Collier County, Florida;0,3625;0,6176;0,0357
