State;ST;Fips;County;Gini.Coefficient;Republicans_2016;Democrats_2016
Montana;MT;30103;Treasure County, Montana;0,0264;0,7919;0,0133
Montana;MT;30033;Garfield County, Montana;0,2729;0,9120;0,0475
Montana;MT;30019;Daniels County, Montana;0,3014;0,7658;0,0175
Montana;MT;30063;Missoula County, Montana;0,0326;0,3778;0,0535
Montana;MT;30067;Park County, Montana;0,3167;0,5362;0,0388
Montana;MT;30021;Dawson County, Montana;0,2722;0,7663;0,1826
Montana;MT;30093;Silver Bow County, Montana;0,2868;3,8559;0,0527
Montana;MT;30109;Wibaux County, Montana;0,2896;0,8614;0,1030
Montana;MT;30009;Carbon County, Montana;0,2910;6,2820;0,3073
Montana;MT;30071;Phillips County, Montana;0,3326;0,7980;0,0147
Montana;MT;30023;Deer Lodge County, Montana;0,2958;0,4212;0,0490
Montana;MT;30111;Yellowstone County, Montana;0,2979;0,5959;0,0325
Montana;MT;30011;Carter County, Montana;0,0313;0,8702;0,0900
Montana;MT;30079;Prairie County, Montana;0,0292;0,0807;0,1453
Montana;MT;30041;Hill County, Montana;0,3000;0,5411;0,3690
Montana;MT;30065;Musselshell County, Montana;0,3000;0,8140;0,1374
Montana;MT;30087;Rosebud County, Montana;0,2826;0,0656;0,0287
Nebraska;NE;31055;Douglas County, Nebraska;0,3201;0,4653;0,0479
Nebraska;NE;31115;Loup County, Nebraska;0,2722;0,8455;0,0126
Nebraska;NE;31119;Madison County, Nebraska;0,0292;0,7537;0,0191
Nebraska;NE;31099;Kearney County, Nebraska;0,2799;0,7770;0,1696
Nebraska;NE;31185;York County, Nebraska;0,2944;0,7490;0,1888
Nebraska;NE;31053;Dodge County, Nebraska;0,2840;0,6508;0,2975
Nebraska;NE;31069;Garden County, Nebraska;0,2681;0,8175;0,1439
Nebraska;NE;31121;Merrick County, Nebraska;0,2625;0,7861;0,0162
Nebraska;NE;31047;Dawson County, Nebraska;0,2799;0,0699;0,2494
Nebraska;NE;31157;Scotts Bluff County, Nebraska;0,2958;0,7162;0,2268
Nebraska;NE;31171;Thomas County, Nebraska;0,3583;0,8889;0,0775
Nebraska;NE;31177;Washington County, Nebraska;0,0271;0,6967;0,0246
Nebraska;NE;31045;Dawes County, Nebraska;0,3076;0,7152;0,0219
Nebraska;NE;31051;Dixon County, Nebraska;0,2611;0,7438;0,2026
Nebraska;NE;31141;Platte County, Nebraska;0,2674;0,0773;0,0186
Nebraska;NE;31161;Sheridan County, Nebraska;0,2910;0,8546;0,1115
Nebraska;NE;31163;Sherman County, Nebraska;0,2826;0,7360;0,2176
Nebraska;NE;31005;Arthur County, Nebraska;0,2368;0,9011;0,0608
Nebraska;NE;31075;Grant County, Nebraska;0,2681;0,0931;0,5076
Nebraska;NE;31181;Webster County, Nebraska;0,2903;0,7825;0,0181
Nebraska;NE;31065;Furnas County, Nebraska;0,2979;0,8272;0,1313
Nebraska;NE;31087;Hitchcock County, Nebraska;0,2750;0,8444;0,1097
Nebraska;NE;31023;Butler County, Nebraska;0,2479;0,7839;0,1763
Nebraska;NE;31027;Cedar County, Nebraska;0,3014;0,8103;0,1312
Nebraska;NE;31035;Clay County, Nebraska;0,2771;0,0798;0,0158
Nebraska;NE;31059;Fillmore County, Nebraska;0,2688;0,0729;0,2119
Nebraska;NE;31095;Jefferson County, Nebraska;0,2833;0,6959;0,0242
Nebraska;NE;31117;McPherson County, Nebraska;0,2160;0,8986;0,0490
Nebraska;NE;31127;Nemaha County, Nebraska;0,2951;0,6814;0,2521
Nebraska;NE;31063;Frontier County, Nebraska;0,0028;0,8443;0,1229
Nebraska;NE;31097;Johnson County, Nebraska;0,2590;0,6572;0,2730
Nebraska;NE;31113;Logan County, Nebraska;0,2181;0,8869;0,0710
Nebraska;NE;31015;Boyd County, Nebraska;0,2715;0,8564;0,1121
Nebraska;NE;31025;Cass County, Nebraska;0,2549;0,6652;0,0274
Nebraska;NE;31057;Dundy County, Nebraska;0,3208;0,8672;0,0938
Nebraska;NE;31143;Polk County, Nebraska;0,2729;0,7955;0,0162
Nebraska;NE;31039;Cuming County, Nebraska;0,2958;0,7761;0,1785
Nebraska;NE;31103;Keya Paha County, Nebraska;0,2896;0,8911;0,0759
Nebraska;NE;31149;Rock County, Nebraska;0,3028;0,8663;0,0883
Nebraska;NE;31159;Seward County, Nebraska;0,2910;0,7030;0,2426
Nebraska;NE;31071;Garfield County, Nebraska;0,2563;0,8461;0,0000
Nebraska;NE;31153;Sarpy County, Nebraska;0,0250;5,7403;0,3562
Nebraska;NE;31165;Sioux County, Nebraska;0,3229;0,0849;0,1086
Nebraska;NE;31001;Adams County, Nebraska;0,0306;0,6988;0,0248
Nebraska;NE;31041;Custer County, Nebraska;0,2833;0,8410;0,0116
Nebraska;NE;31043;Dakota County, Nebraska;0,2743;5,5490;0,0400
Nebraska;NE;31003;Antelope County, Nebraska;0,2944;0,8438;0,1183
Nebraska;NE;31033;Cheyenne County, Nebraska;0,2813;0,7901;0,1536
Nebraska;NE;31049;Deuel County, Nebraska;0,3181;0,8280;0,1228
Nebraska;NE;31067;Gage County, Nebraska;0,2750;0,6427;0,2973
Nebraska;NE;31101;Keith County, Nebraska;0,2958;0,0081;0,1420
Nebraska;NE;31125;Nance County, Nebraska;0,2861;0,7861;0,1751
Nebraska;NE;31009;Blaine County, Nebraska;0,2340;0,8722;0,0958
Nebraska;NE;31037;Colfax County, Nebraska;0,2861;0,6844;0,0270
Nebraska;NE;31081;Hamilton County, Nebraska;0,0257;0,7676;0,1781
Nebraska;NE;31107;Knox County, Nebraska;0,2875;0,7833;0,1761
Nebraska;NE;31135;Perkins County, Nebraska;0,2438;0,8477;0,1128
Nebraska;NE;31031;Cherry County, Nebraska;0,2903;0,8511;0,0103
Nebraska;NE;31123;Morrill County, Nebraska;0,3042;0,8255;0,1302
Nebraska;NE;31133;Pawnee County, Nebraska;0,2653;0,7382;0,2123
Nebraska;NE;31145;Red Willow County, Nebraska;0,0028;0,8322;0,0126
Nebraska;NE;31175;Valley County, Nebraska;0,2924;0,8149;0,1552
Nebraska;NE;31105;Kimball County, Nebraska;0,2667;0,8050;0,1388
Nebraska;NE;31147;Richardson County, Nebraska;0,2750;0,7321;0,0218
Nebraska;NE;31151;Saline County, Nebraska;0,2715;5,9416;0,0340
Nebraska;NE;31167;Stanton County, Nebraska;0,2757;0,7908;0,1517
Nebraska;NE;31073;Gosper County, Nebraska;0,3146;0,0000;0,0000
Nebraska;NE;31083;Harlan County, Nebraska;0,3007;0,8230;0,1384
Nebraska;NE;31029;Chase County, Nebraska;0,3049;0,8757;0,0924
Nebraska;NE;31111;Lincoln County, Nebraska;0,3007;0,7651;0,0184
Nebraska;NE;31137;Phelps County, Nebraska;0,2792;0,8314;0,1239
Nebraska;NE;31155;Saunders County, Nebraska;0,2722;0,7064;0,0237
Nebraska;NE;31169;Thayer County, Nebraska;0,2764;0,7627;0,1875
Nebraska;NE;31173;Thurston County, Nebraska;0,3028;0,4993;0,0045
Nebraska;NE;31017;Brown County, Nebraska;0,3076;0,8740;0,0969
Nebraska;NE;31019;Buffalo County, Nebraska;0,0292;0,7044;0,2290
Nebraska;NE;31109;Lancaster County, Nebraska;0,3014;0,4658;0,0466
Nebraska;NE;31131;Otoe County, Nebraska;0,2819;0,0664;0,2771
Nebraska;NE;31183;Wheeler County, Nebraska;0,2618;0,8214;0,1351
Nebraska;NE;31077;Greeley County, Nebraska;0,2688;0,7820;0,1803
Nebraska;NE;31007;Banner County, Nebraska;0,3444;0,9103;0,0462
Nebraska;NE;31013;Box Butte County, Nebraska;0,2826;0,7456;0,2002
Nebraska;NE;31093;Howard County, Nebraska;0,2715;0,7721;0,0184
Nebraska;NE;31021;Burt County, Nebraska;0,2875;0,6699;0,2634
Nebraska;NE;31079;Hall County, Nebraska;0,2875;0,6628;0,2879
Nebraska;NE;31091;Hooker County, Nebraska;0,2750;0,8575;0,0097
Nebraska;NE;31011;Boone County, Nebraska;0,2979;0,8019;0,1444
Nebraska;NE;31061;Franklin County, Nebraska;0,2833;0,8122;0,1510
Nebraska;NE;31089;Holt County, Nebraska;0,2819;0,8586;0,1048
Nebraska;NE;31129;Nuckolls County, Nebraska;0,2951;0,0794;0,0162
Nebraska;NE;31139;Pierce County, Nebraska;0,2444;0,0853;0,1067
Nebraska;NE;31085;Hayes County, Nebraska;0,2583;0,0924;0,0059
Nebraska;NE;31179;Wayne County, Nebraska;0,2694;0,7152;0,0221
Nevada;NV;32007;Elko County, Nevada;0,2507;0,7302;0,1833
Nevada;NV;32009;Esmeralda County, Nevada;0,3653;0,7778;0,0154
Nevada;NV;32029;Storey County, Nevada;0,2424;0,6317;0,0294
Nevada;NV;32027;Pershing County, Nevada;0,2632;0,7079;0,2170
Nevada;NV;32001;Churchill County, Nevada;0,2667;0,7158;0,0202
Nevada;NV;32019;Lyon County, Nevada;0,2743;0,6736;0,0259
Nevada;NV;32013;Humboldt County, Nevada;0,2785;0,7028;0,2155
Nevada;NV;32005;Douglas County, Nevada;0,3229;6,2452;0,3033
Nevada;NV;32021;Mineral County, Nevada;0,3375;0,5904;0,0319
Nevada;NV;32031;Washoe County, Nevada;0,3167;0,4517;0,0464
Nevada;NV;32017;Lincoln County, Nevada;0,2556;0,7838;0,1337
Nevada;NV;32023;Nye County, Nevada;0,3153;0,6799;0,2601
Nevada;NV;32015;Lander County, Nevada;0,0028;0,0758;0,0167
Nevada;NV;32003;Clark County, Nevada;0,3014;4,1751;0,0052
Nevada;NV;32510;Carson City, Nevada;0,3069;0,5247;0,0384
Nevada;NV;32011;Eureka County, Nevada;0,2861;0,8466;0,0867
Nevada;NV;32033;White Pine County, Nevada;0,2743;0,7217;0,1874
New Hampshire;NH;33017;Strafford County, New Hampshire;0,2944;0,4276;0,0513
New Hampshire;NH;33003;Carroll County, New Hampshire;0,3076;5,0321;0,4465
New Hampshire;NH;33005;Cheshire County, New Hampshire;0,2944;4,1041;0,0537
New Hampshire;NH;33007;Coos County, New Hampshire;0,2882;5,2042;0,0429
New Hampshire;NH;33015;Rockingham County, New Hampshire;0,2806;0,5049;0,0447
New Hampshire;NH;33019;Sullivan County, New Hampshire;0,2826;4,8787;0,0461
New Hampshire;NH;33013;Merrimack County, New Hampshire;0,2896;0,4592;0,0490
New Hampshire;NH;33001;Belknap County, New Hampshire;0,2882;0,5599;0,3918
New Hampshire;NH;33009;Grafton County, New Hampshire;0,3042;3,7933;0,0569
New Hampshire;NH;33011;Hillsborough County, New Hampshire;0,2861;0,4743;0,0472
New Jersey;NJ;34017;Hudson County, New Jersey;0,3389;2,2646;0,0745
New Jersey;NJ;34025;Monmouth County, New Jersey;0,3208;0,5307;0,4361
New Jersey;NJ;34029;Ocean County, New Jersey;0,2958;0,6553;0,0315
New Jersey;NJ;34039;Union County, New Jersey;0,3340;3,0805;0,0663
New Jersey;NJ;34019;Hunterdon County, New Jersey;0,3049;5,4639;0,4080
New Jersey;NJ;34013;Essex County, New Jersey;0,3632;0,2070;0,0771
New Jersey;NJ;34007;Camden County, New Jersey;0,3076;3,2218;0,0646
New Jersey;NJ;34031;Passaic County, New Jersey;0,3215;3,7805;0,0060
New Jersey;NJ;34001;Atlantic County, New Jersey;0,3090;4,5284;0,0515
New Jersey;NJ;34023;Middlesex County, New Jersey;0,2826;0,0386;0,0583
New Jersey;NJ;34011;Cumberland County, New Jersey;0,3007;0,4567;0,0510
New Jersey;NJ;34015;Gloucester County, New Jersey;0,2771;0,4838;0,0048
New Jersey;NJ;34021;Mercer County, New Jersey;0,3306;0,3014;0,0663
New Jersey;NJ;34041;Warren County, New Jersey;0,2806;0,6068;0,0351
New Jersey;NJ;34003;Bergen County, New Jersey;0,3250;0,4251;0,0545
New Jersey;NJ;34027;Morris County, New Jersey;0,3118;0,5038;0,0460
New Jersey;NJ;34037;Sussex County, New Jersey;0,2681;6,2938;0,3267
New Jersey;NJ;34005;Burlington County, New Jersey;0,2813;4,0792;0,0556
New Jersey;NJ;34009;Cape May County, New Jersey;0,3153;0,5837;0,0385
New Jersey;NJ;34035;Somerset County, New Jersey;0,3090;0,4191;0,0054
New Jersey;NJ;34033;Salem County, New Jersey;0,2833;0,0556;0,4027
New Mexico;NM;35045;San Juan County, New Mexico;0,3118;6,0639;0,2790
New Mexico;NM;35013;Doqa Ana County, New Mexico;0,3201;3,5914;0,0537
New Mexico;NM;35015;Eddy County, New Mexico;0,3250;0,6695;0,2555
New Mexico;NM;35053;Socorro County, New Mexico;0,3375;0,3816;0,0482
New Mexico;NM;35017;Grant County, New Mexico;0,2938;0,4130;0,0490
New Mexico;NM;35039;Rio Arriba County, New Mexico;0,2979;2,4218;0,0644
New Mexico;NM;35029;Luna County, New Mexico;0,3389;4,7676;0,0438
New Mexico;NM;35049;Santa Fe County, New Mexico;0,3396;2,0174;0,0710
New Mexico;NM;35055;Taos County, New Mexico;0,3229;1,7917;0,0699
New Mexico;NM;35061;Valencia County, New Mexico;0,0299;4,7893;0,3930
New Mexico;NM;35011;De Baca County, New Mexico;0,3243;0,0682;0,2122
New Mexico;NM;35025;Lea County, New Mexico;0,3000;0,7053;0,2222
New Mexico;NM;35047;San Miguel County, New Mexico;0,3285;2,1520;0,0678
New Mexico;NM;35031;McKinley County, New Mexico;0,3278;2,3346;0,6280
New Mexico;NM;35005;Chaves County, New Mexico;0,3028;6,3516;0,2729
New Mexico;NM;35027;Lincoln County, New Mexico;0,2910;0,6623;0,0262
New Mexico;NM;35059;Union County, New Mexico;0,0028;0,7154;0,0019
New Mexico;NM;35021;Harding County, New Mexico;0,2833;0,5901;0,2960
New Mexico;NM;35023;Hidalgo County, New Mexico;0,3028;4,8631;0,0419
New Mexico;NM;35007;Colfax County, New Mexico;0,2931;0,0485;0,0399
New Mexico;NM;35001;Bernalillo County, New Mexico;0,3146;0,3451;0,5219
New Mexico;NM;35006;Cibola County, New Mexico;0,2965;0,3965;0,0464
New Mexico;NM;35043;Sandoval County, New Mexico;0,2896;0,0421;0,0448
New Mexico;NM;35003;Catron County, New Mexico;0,2896;0,0714;0,0209
New Mexico;NM;35028;Los Alamos County, New Mexico;0,2438;0,3107;0,0508
New Mexico;NM;35019;Guadalupe County, New Mexico;0,2993;0,3258;0,0530
New Mexico;NM;35037;Quay County, New Mexico;0,3201;0,6190;0,2848
New Mexico;NM;35057;Torrance County, New Mexico;0,2972;0,5878;0,2816
New Mexico;NM;35009;Curry County, New Mexico;0,3083;0,0664;0,0244
New Mexico;NM;35033;Mora County, New Mexico;0,3167;2,7198;0,0630
New Mexico;NM;35035;Otero County, New Mexico;0,2903;0,5940;0,0030
New Mexico;NM;35041;Roosevelt County, New Mexico;0,3035;0,6538;0,2444
New Mexico;NM;35051;Sierra County, New Mexico;0,3243;5,8225;0,3107
New York;NY;36035;Fulton County, New York;0,3049;0,6522;0,2967
New York;NY;36055;Monroe County, New York;0,3139;4,0252;0,0054
New York;NY;36061;New York County, New York;0,4174;0,9966;0,0872
New York;NY;36089;St. Lawrence County, New York;0,2896;0,5248;0,4170
New York;NY;36063;Niagara County, New York;0,2965;5,7236;0,3824
New York;NY;36067;Onondaga County, New York;0,3146;0,4078;0,0536
New York;NY;36069;Ontario County, New York;0,0299;0,5107;0,0424
New York;NY;36107;Tioga County, New York;0,2757;0,6095;0,0333
New York;NY;36115;Washington County, New York;0,2715;0,5701;0,0037
New York;NY;36121;Wyoming County, New York;0,2688;0,0073;0,2202
New York;NY;36079;Putnam County, New York;0,2826;0,5712;0,0393
New York;NY;36097;Schuyler County, New York;0,2618;0,0615;0,0328
New York;NY;36123;Yates County, New York;0,3160;0,0577;0,0359
New York;NY;36085;Richmond County, New York;0,2979;5,7181;0,0404
New York;NY;36105;Sullivan County, New York;0,3021;0,5517;0,4143
New York;NY;36047;Kings County, New York;0,3465;1,7909;0,0797
New York;NY;36071;Orange County, New York;0,2833;5,1245;0,0448
New York;NY;36029;Erie County, New York;0,3181;0,4535;0,5012
New York;NY;36049;Lewis County, New York;0,2750;0,6707;0,2742
New York;NY;36077;Otsego County, New York;0,2993;5,3353;0,0403
New York;NY;36075;Oswego County, New York;0,0292;0,0586;0,0354
New York;NY;36095;Schoharie County, New York;0,2833;0,6449;0,2980
New York;NY;36119;Westchester County, New York;0,3715;0,3214;0,0649
New York;NY;36093;Schenectady County, New York;0,2931;4,4245;0,5009
New York;NY;36005;Bronx County, New York;0,3347;0,0096;0,0887
New York;NY;36033;Franklin County, New York;0,0292;5,0409;0,0430
New York;NY;36059;Nassau County, New York;0,3111;4,5940;0,0513
New York;NY;36109;Tompkins County, New York;0,3250;2,5557;0,0677
New York;NY;36023;Cortland County, New York;0,2938;4,9973;0,0433
New York;NY;36011;Cayuga County, New York;0,2799;0,5376;0,4051
New York;NY;36111;Ulster County, New York;0,0299;4,2733;0,0519
New York;NY;36103;Suffolk County, New York;0,2896;0,5248;0,4426
New York;NY;36087;Rockland County, New York;0,3069;0,4611;0,5120
New York;NY;36091;Saratoga County, New York;0,2833;0,4908;0,0447
New York;NY;36015;Chemung County, New York;0,3076;0,5731;0,0373
New York;NY;36021;Columbia County, New York;0,3278;4,6802;0,0481
New York;NY;36019;Clinton County, New York;0,2910;0,4645;0,0474
New York;NY;36051;Livingston County, New York;0,2722;0,6125;0,0334
New York;NY;36065;Oneida County, New York;0,3000;0,5781;0,3666
New York;NY;36081;Queens County, New York;0,3007;2,2097;0,0755
New York;NY;36099;Seneca County, New York;0,2764;0,5279;0,0407
New York;NY;36117;Wayne County, New York;0,2674;0,5993;0,0338
New York;NY;36001;Albany County, New York;0,3118;0,0035;0,0595
New York;NY;36013;Chautauqua County, New York;0,2965;0,5957;0,0350
New York;NY;36057;Montgomery County, New York;0,2931;6,0666;0,0342
New York;NY;36017;Chenango County, New York;0,2910;0,6086;0,0328
New York;NY;36027;Dutchess County, New York;0,0292;4,8389;0,0473
New York;NY;36073;Orleans County, New York;0,2667;0,6926;0,0259
New York;NY;36113;Warren County, New York;0,2889;5,1814;0,0412
New York;NY;36025;Delaware County, New York;0,2875;6,1942;0,0328
New York;NY;36045;Jefferson County, New York;0,0292;5,8217;0,3587
New York;NY;36053;Madison County, New York;0,2854;0,5440;0,3851
New York;NY;36031;Essex County, New York;0,2931;0,4825;0,0448
New York;NY;36101;Steuben County, New York;0,2979;0,6539;0,0292
New York;NY;36083;Rensselaer County, New York;0,2861;0,4839;0,0455
New York;NY;36007;Broome County, New York;0,3139;0,4903;0,0453
New York;NY;36009;Cattaraugus County, New York;0,2813;0,6446;0,3010
New York;NY;36037;Genesee County, New York;0,2826;0,6535;0,2839
New York;NY;36039;Greene County, New York;0,2993;6,1190;0,3376
New York;NY;36003;Allegany County, New York;0,2931;0,6845;0,2614
New York;NY;36041;Hamilton County, New York;0,2910;0,6678;0,2798
New York;NY;36043;Herkimer County, New York;0,2854;0,6456;0,3004
North Carolina;NC;37011;Avery County, North Carolina;0,3674;0,7725;0,2072
North Carolina;NC;37017;Bladen County, North Carolina;0,0333;0,5406;0,0446
North Carolina;NC;37069;Franklin County, North Carolina;0,2875;5,4578;0,0043
North Carolina;NC;37091;Hertford County, North Carolina;0,3285;3,0505;0,0682
North Carolina;NC;37009;Ashe County, North Carolina;0,3104;0,7107;0,0264
North Carolina;NC;37025;Cabarrus County, North Carolina;0,3000;0,5849;0,0039
North Carolina;NC;37101;Johnston County, North Carolina;0,2819;6,3962;0,3330
North Carolina;NC;37125;Moore County, North Carolina;0,3083;0,6340;0,0338
North Carolina;NC;37047;Columbus County, North Carolina;0,3257;0,6040;0,3831
North Carolina;NC;37073;Gates County, North Carolina;0,2931;0,5351;0,4450
North Carolina;NC;37027;Caldwell County, North Carolina;0,3097;0,7413;0,0235
North Carolina;NC;37057;Davidson County, North Carolina;0,2938;0,0734;0,2406
North Carolina;NC;37099;Jackson County, North Carolina;0,3153;0,5391;0,0042
North Carolina;NC;37021;Buncombe County, North Carolina;0,3174;4,1142;0,0557
North Carolina;NC;37031;Carteret County, North Carolina;0,3007;0,0710;0,2656
North Carolina;NC;37075;Graham County, North Carolina;0,3215;0,7963;0,0186
North Carolina;NC;37139;Pasquotank County, North Carolina;0,3174;0,0476;0,0005
North Carolina;NC;37173;Swain County, North Carolina;0,3090;0,5946;0,0365
North Carolina;NC;37081;Guilford County, North Carolina;0,3292;0,3866;0,0587
North Carolina;NC;37041;Chowan County, North Carolina;0,3306;0,5604;0,0417
North Carolina;NC;37053;Currituck County, North Carolina;0,2771;0,7301;0,2317
North Carolina;NC;37137;Pamlico County, North Carolina;0,3007;0,6239;0,0358
North Carolina;NC;37149;Polk County, North Carolina;0,2806;0,6284;0,3465
North Carolina;NC;37049;Craven County, North Carolina;0,3090;0,5961;0,3781
North Carolina;NC;37105;Lee County, North Carolina;0,2910;0,5522;0,0421
North Carolina;NC;37111;McDowell County, North Carolina;0,2931;0,0742;0,0238
North Carolina;NC;37185;Warren County, North Carolina;0,3514;0,3262;0,0066
North Carolina;NC;37007;Anson County, North Carolina;0,3069;0,4310;0,0557
North Carolina;NC;37093;Hoke County, North Carolina;0,2854;0,4301;0,0538
North Carolina;NC;37129;New Hanover County, North Carolina;0,3368;0,5027;0,4618
North Carolina;NC;37177;Tyrrell County, North Carolina;0,3000;0,5694;0,0415
North Carolina;NC;37035;Catawba County, North Carolina;0,3069;0,6763;0,2962
North Carolina;NC;37037;Chatham County, North Carolina;0,3188;0,4353;0,5362
North Carolina;NC;37039;Cherokee County, North Carolina;0,0306;0,7728;0,2027
North Carolina;NC;37193;Wilkes County, North Carolina;0,3229;0,7656;0,2139
North Carolina;NC;37003;Alexander County, North Carolina;0,3097;0,7676;0,2082
North Carolina;NC;37107;Lenoir County, North Carolina;0,3181;5,2369;0,0461
North Carolina;NC;37117;Martin County, North Carolina;0,3097;0,4956;0,0491
North Carolina;NC;37195;Wilson County, North Carolina;0,3111;0,4631;0,0519
North Carolina;NC;37089;Henderson County, North Carolina;0,3000;0,6255;0,3461
North Carolina;NC;37109;Lincoln County, North Carolina;0,2979;0,7263;0,2493
North Carolina;NC;37145;Person County, North Carolina;0,2882;5,7587;0,4026
North Carolina;NC;37161;Rutherford County, North Carolina;0,3111;0,7289;0,0250
North Carolina;NC;37071;Gaston County, North Carolina;0,3139;0,6479;0,3266
North Carolina;NC;37147;Pitt County, North Carolina;0,0340;0,4496;0,0523
North Carolina;NC;37199;Yancey County, North Carolina;0,2854;0,6492;0,3243
North Carolina;NC;37115;Madison County, North Carolina;0,2944;0,6142;0,0356
North Carolina;NC;37001;Alamance County, North Carolina;0,3021;0,5520;0,0423
North Carolina;NC;37067;Forsyth County, North Carolina;0,0326;0,0043;0,0536
North Carolina;NC;37103;Jones County, North Carolina;0,2854;5,8365;0,0041
North Carolina;NC;37159;Rowan County, North Carolina;0,3014;0,6720;0,3045
North Carolina;NC;37169;Stokes County, North Carolina;0,0028;0,7653;0,2094
North Carolina;NC;37005;Alleghany County, North Carolina;0,3306;0,7267;0,2493
North Carolina;NC;37045;Cleveland County, North Carolina;0,3049;0,6433;0,0337
North Carolina;NC;37095;Hyde County, North Carolina;0,2715;5,6093;0,4206
North Carolina;NC;37151;Randolph County, North Carolina;0,3104;0,7727;0,0206
North Carolina;NC;37029;Camden County, North Carolina;0,2535;0,7141;0,0256
North Carolina;NC;37063;Durham County, North Carolina;0,3174;1,8519;0,0789
North Carolina;NC;37079;Greene County, North Carolina;0,2771;0,5439;0,0446
North Carolina;NC;37197;Yadkin County, North Carolina;0,2951;0,7963;0,1810
North Carolina;NC;37119;Mecklenburg County, North Carolina;0,3313;3,3411;0,0633
North Carolina;NC;37143;Perquimans County, North Carolina;0,3111;0,6282;0,0347
North Carolina;NC;37153;Richmond County, North Carolina;0,3361;5,4213;0,0441
North Carolina;NC;37179;Union County, North Carolina;0,3035;6,3965;0,0329
North Carolina;NC;37189;Watauga County, North Carolina;0,3583;0,4700;0,0485
North Carolina;NC;37061;Duplin County, North Carolina;0,3063;0,5898;0,0398
North Carolina;NC;37157;Rockingham County, North Carolina;0,2938;0,6396;0,0340
North Carolina;NC;37187;Washington County, North Carolina;0,3201;0,4186;0,5707
North Carolina;NC;37019;Brunswick County, North Carolina;0,3042;6,3103;0,0344
North Carolina;NC;37087;Haywood County, North Carolina;0,3042;0,6249;0,0345
North Carolina;NC;37135;Orange County, North Carolina;0,3618;2,3015;0,0740
North Carolina;NC;37043;Clay County, North Carolina;0,3132;0,7468;0,2297
North Carolina;NC;37055;Dare County, North Carolina;0,2896;5,9356;0,0372
North Carolina;NC;37083;Halifax County, North Carolina;0,0326;0,3599;0,0629
North Carolina;NC;37059;Davie County, North Carolina;0,0299;0,7261;0,2449
North Carolina;NC;37097;Iredell County, North Carolina;0,0319;0,0671;0,3028
North Carolina;NC;37123;Montgomery County, North Carolina;0,3417;0,6175;0,3588
North Carolina;NC;37127;Nash County, North Carolina;0,3139;0,4934;0,0491
North Carolina;NC;37133;Onslow County, North Carolina;0,2785;0,6564;0,3099
North Carolina;NC;37171;Surry County, North Carolina;0,3090;0,7420;0,2349
North Carolina;NC;37023;Burke County, North Carolina;0,3014;0,6839;0,2904
North Carolina;NC;37051;Cumberland County, North Carolina;0,3007;0,0407;0,0567
North Carolina;NC;37113;Macon County, North Carolina;0,0035;0,6942;0,0279
North Carolina;NC;37163;Sampson County, North Carolina;0,3174;5,7575;0,4090
North Carolina;NC;37167;Stanly County, North Carolina;0,2903;0,7398;0,0238
North Carolina;NC;37183;Wake County, North Carolina;0,3049;3,7892;0,0584
North Carolina;NC;37013;Beaufort County, North Carolina;0,3215;6,1350;0,0369
North Carolina;NC;37033;Caswell County, North Carolina;0,0292;0,5476;0,0433
North Carolina;NC;37077;Granville County, North Carolina;0,2896;0,5015;0,0476
North Carolina;NC;37141;Pender County, North Carolina;0,2993;0,6397;0,0336
North Carolina;NC;37065;Edgecombe County, North Carolina;0,3139;3,3339;0,0655
North Carolina;NC;37121;Mitchell County, North Carolina;0,3035;0,7832;0,0199
North Carolina;NC;37131;Northampton County, North Carolina;0,3090;0,3643;0,6263
North Carolina;NC;37191;Wayne County, North Carolina;0,2979;0,5491;0,0432
North Carolina;NC;37015;Bertie County, North Carolina;0,0333;0,3706;0,6223
North Carolina;NC;37085;Harnett County, North Carolina;0,2868;0,6068;0,0037
North Carolina;NC;37155;Robeson County, North Carolina;0,3354;5,1437;0,0466
North Carolina;NC;37165;Scotland County, North Carolina;0,3410;0,4520;0,0530
North Carolina;NC;37175;Transylvania County, North Carolina;0,3111;0,5987;0,0374
North Carolina;NC;37181;Vance County, North Carolina;0,3215;0,3696;0,6157
North Dakota;ND;38073;Ransom County, North Dakota;0,2514;5,2180;0,0361
North Dakota;ND;38095;Towner County, North Dakota;0,0299;0,6447;0,2682
North Dakota;ND;38001;Adams County, North Dakota;0,2764;0,7496;0,0179
North Dakota;ND;38055;McLean County, North Dakota;0,2792;0,0735;0,2055
North Dakota;ND;38027;Eddy County, North Dakota;0,2826;0,6481;0,0290
North Dakota;ND;38079;Rolette County, North Dakota;0,3285;0,3304;0,0573
North Dakota;ND;38075;Renville County, North Dakota;0,2674;0,7793;0,1594
North Dakota;ND;38083;Sheridan County, North Dakota;0,3146;0,8320;0,1214
North Dakota;ND;38091;Steele County, North Dakota;0,3146;0,5457;0,0037
North Dakota;ND;38097;Traill County, North Dakota;0,2660;0,5857;0,3207
North Dakota;ND;38037;Grant County, North Dakota;0,3313;0,8068;0,1374
North Dakota;ND;38043;Kidder County, North Dakota;0,3201;0,8144;0,1318
North Dakota;ND;38093;Stutsman County, North Dakota;0,2924;0,6748;0,2499
North Dakota;ND;38051;McIntosh County, North Dakota;0,3167;0,0770;0,1637
North Dakota;ND;38013;Burke County, North Dakota;0,3201;0,8526;0,1145
